FROM_ID,TO_ID,DURATION_H,DIST_KM
"2","2",0,0
"2","3",0.404880555555556,13.56704
"2","4",0.566391666666667,18.79211
"2","5",0.917297222222222,30.16934
"2","6",7.978025,466.22038
"2","7",1.79156944444444,81.858
"2","8",0.754952777777778,29.46696
"2","9",4.77740555555556,284.04022
"2","10",8.90738888888889,490.262
"2","11",8.12594722222222,450.56963
"2","12",11.5205527777778,642.44425
"2","13",5.5969,308.02466
"2","14",7.48090277777778,404.29622
"2","15",10.0330277777778,536.74081
"2","16",5.69858888888889,305.84928
"2","17",11.2784527777778,628.23294
"2","18",11.4792833333333,623.78075
"2","19",11.1285833333333,615.32363
"2","20",10.7859888888889,611.54156
"2","21",11.4792833333333,623.78075
"3","2",0.327686111111111,12.21064
"3","3",0,0
"3","4",0.721875,28.09153
"3","5",0.673263888888889,23.08629
"3","6",7.67745277777778,456.46834
"3","7",1.37497777777778,59.60779
"3","8",0.910433333333333,38.76638
"3","9",4.47683055555556,274.28819
"3","10",8.86995833333333,491.21838
"3","11",8.08851666666667,451.526
"3","12",11.4831194444444,643.40063
"3","13",5.55946666666667,308.98103
"3","14",7.44346944444445,405.25256
"3","15",9.99559444444444,537.69719
"3","16",5.66115555555556,306.80563
"3","17",11.2410194444444,629.18931
"3","18",11.4418527777778,624.73706
"3","19",11.09115,616.28
"3","20",10.7485583333333,612.49788
"3","21",11.4418527777778,624.73706
"4","2",0.568816666666667,19.04697
"4","3",0.774880555555556,28.40336
"4","4",0,0
"4","5",0.431830555555556,12.97441
"4","6",8.104975,472.67906
"4","7",1.06673611111111,36.97014
"4","8",0.592155555555556,21.34507
"4","9",4.90435555555556,290.49891
"4","10",9.28891111111111,511.27147
"4","11",8.50746944444444,471.57909
"4","12",10.1298277777778,539.96894
"4","13",5.97842222222222,329.03413
"4","14",7.862425,425.30566
"4","15",10.41455,557.75031
"4","16",6.08011111111111,326.85872
"4","17",11.659975,649.24238
"4","18",11.8608055555556,644.79019
"4","19",11.5101055555556,636.33313
"4","20",11.1675111111111,632.551
"4","21",11.8608055555556,644.79019
"5","2",0.866408333333333,28.28749
"5","3",0.664005555555556,22.8944
"5","4",0.447,13.64464
"5","5",0,0
"5","6",7.94606388888889,471.36238
"5","7",0.796741666666667,32.00717
"5","8",1.34650277777778,70.68194
"5","9",4.74544444444444,289.18222
"5","10",9.79521666666667,544.99356
"5","11",9.013775,505.30122
"5","12",10.6424,573.39813
"5","13",6.484725,362.75625
"5","14",8.36873055555556,459.02778
"5","15",10.9208555555556,591.47238
"5","16",6.377825,348.54334
"5","17",12.1662805555556,682.9645
"5","18",12.3671111111111,678.51231
"5","19",12.0164111111111,670.05519
"5","20",11.6738166666667,666.27313
"5","21",12.3671111111111,678.51231
"6","2",7.84235277777778,463.9565
"6","3",7.61078055555556,455.31103
"6","4",8.23654166666667,479.83741
"6","5",7.88713888888889,470.23075
"6","6",0,0
"6","7",8.31349444444444,490.27266
"6","8",7.85441944444444,449.66025
"6","9",3.58952777777778,198.15753
"6","10",9.75846666666667,546.36563
"6","11",9.54848333333333,534.88069
"6","12",15.5975194444444,885.95969
"6","13",9.70559444444444,554.15225
"6","14",10.2295638888889,547.15069
"6","15",9.46259722222222,523.41866
"6","16",3.291,179.70594
"6","17",12.5564388888889,690.88581
"6","18",10.9088527777778,610.45856
"6","19",12.4065722222222,677.9765
"6","20",12.6309305555556,725.36438
"6","21",10.9088527777778,610.45856
"7","2",1.83587777777778,83.91194
"7","3",1.40386111111111,61.60855
"7","4",1.09763611111111,39.6209
"7","5",0.841988888888889,34.43531
"7","6",8.390325,492.91359
"7","7",0,0
"7","8",1.40994166666667,67.89247
"7","9",5.18970555555556,310.73344
"7","10",9.85865555555556,542.20413
"7","11",9.07721666666667,502.51175
"7","12",10.7058416666667,570.60869
"7","13",6.54816666666667,359.96678
"7","14",8.43216944444444,456.23831
"7","15",10.9842944444444,588.68294
"7","16",6.64985555555556,357.79138
"7","17",12.2297194444444,680.17506
"7","18",12.43055,675.72281
"7","19",12.07985,667.26575
"7","20",11.7372583333333,663.48363
"7","21",12.43055,675.72281
"8","2",0.756686111111111,29.74602
"8","3",0.96275,39.1024
"8","4",0.589461111111111,21.03773
"8","5",0.903641666666667,30.63917
"8","6",7.85595555555556,449.47516
"8","7",1.40365277777778,66.45727
"8","8",0,0
"8","9",5.335275,309.57559
"8","10",8.79208333333333,489.09597
"8","11",8.01064166666667,449.40359
"8","12",9.92077222222222,532.93681
"8","13",5.48159166666667,306.85863
"8","14",7.36559722222222,403.13016
"8","15",9.91772222222222,535.57475
"8","16",5.58328055555556,304.68322
"8","17",11.1631444444444,627.06688
"8","18",11.3639777777778,622.61469
"8","19",11.0132777777778,614.15756
"8","20",10.6706833333333,610.3755
"8","21",11.3639777777778,622.61469
"9","2",4.699225,282.39609
"9","3",4.46765277777778,273.75063
"9","4",5.09341388888889,298.277
"9","5",4.74401111111111,288.67034
"9","6",3.63838055555556,198.5707
"9","7",5.17036666666667,308.71222
"9","8",5.28197222222222,308.95184
"9","9",0,0
"9","10",9.47472222222222,522.67628
"9","11",9.26473611111111,511.19138
"9","12",15.3137722222222,862.27038
"9","13",9.37496111111111,556.80431
"9","14",9.94581666666667,523.46138
"9","15",9.17885,499.72931
"9","16",2.64830555555556,130.09405
"9","17",12.2726944444444,667.1965
"9","18",10.6251083333333,586.76925
"9","19",12.122825,654.28719
"9","20",12.3471833333333,701.67506
"9","21",10.6251083333333,586.76925
"10","2",8.871575,489.11713
"10","3",8.92137222222222,491.57244
"10","4",9.26576111111111,504.99803
"10","5",9.82089166666667,545.60119
"10","6",9.80281388888889,547.7175
"10","7",9.81375,539.48881
"10","8",8.81135277777778,489.26653
"10","9",9.43616388888889,522.68569
"10","10",0,0
"10","11",1.16812777777778,48.56417
"10","12",6.37864166666667,354.17072
"10","13",3.89307777777778,205.42922
"10","14",2.99151666666667,150.76961
"10","15",1.82841666666667,89.62317
"10","16",7.53013888888889,402.92559
"10","17",2.97823333333333,147.71128
"10","18",3.64508611111111,184.20272
"10","19",2.82836666666667,134.80198
"10","20",3.39933055555556,191.56595
"10","21",3.64508611111111,184.20272
"11","2",8.02922777777778,440.75272
"11","3",8.079025,443.208
"11","4",8.42341666666667,456.63363
"11","5",8.97854722222222,497.23681
"11","6",9.53208333333333,534.9605
"11","7",8.97140277777778,491.12438
"11","8",7.96900833333333,440.90213
"11","9",9.16543611111111,509.92869
"11","10",1.141725,48.16228
"11","11",0,0
"11","12",6.57979444444444,364.72313
"11","13",3.17151666666667,168.44622
"11","14",2.26995277777778,113.78661
"11","15",2.78987777777778,134.59438
"11","16",7.25941111111111,390.16859
"11","17",3.93969444444444,192.68248
"11","18",4.60654722222222,229.17391
"11","19",3.78982777777778,179.77319
"11","20",4.01418611111111,227.16103
"11","21",4.60654722222222,229.17391
