id,lat,lon,state,station
246571139,41.9042869,12.5132783,Schleswig-Holstein,waste disposal centres
246571141,41.9047904,12.5162428,Schleswig-Holstein,waste disposal centres
246571142,41.9031875,12.5008587,Schleswig-Holstein,waste disposal centres
246572369,41.8882923,12.5147289,Schleswig-Holstein,waste disposal centres
246572370,41.8894425,12.5133456,Schleswig-Holstein,waste disposal centres
246574144,41.8953181,12.5031327,Schleswig-Holstein,waste disposal centres
246574145,41.8952417,12.5030581,Schleswig-Holstein,waste disposal centres
246574149,41.894806,12.4919399,Schleswig-Holstein,waste disposal centres
246574150,41.8948869,12.4909457,Schleswig-Holstein,waste disposal centres
246574151,41.8944984,12.487739,Schleswig-Holstein,waste disposal centres
246661213,41.8950261,12.5047374,Schleswig-Holstein,waste disposal centres
246661214,41.8949717,12.5048335,Schleswig-Holstein,waste disposal centres
246661215,41.8975832,12.5031998,Schleswig-Holstein,waste disposal centres
246661218,41.897553,12.4901207,Schleswig-Holstein,waste disposal centres
246661219,41.8972914,12.4977508,Schleswig-Holstein,waste disposal centres
248663397,41.889709,12.5235704,Schleswig-Holstein,waste disposal centres
248663400,41.8892153,12.5249828,Schleswig-Holstein,waste disposal centres
248663404,41.8888969,12.5262382,Schleswig-Holstein,waste disposal centres
248663407,41.8903398,12.5344508,Schleswig-Holstein,waste disposal centres
248663469,41.887859,12.5218052,Schleswig-Holstein,waste disposal centres
248674902,41.8878569,12.4716508,Schleswig-Holstein,waste disposal centres
248676418,41.8904437,12.4692174,Schleswig-Holstein,waste disposal centres
248676419,41.8897442,12.4729721,Schleswig-Holstein,waste disposal centres
248676420,41.8893142,12.4738864,Schleswig-Holstein,waste disposal centres
248678317,41.8886393,12.4739986,Schleswig-Holstein,waste disposal centres
248678318,41.8836729,12.4736442,Schleswig-Holstein,waste disposal centres
248743274,41.9009122,12.4835483,Schleswig-Holstein,waste disposal centres
248743319,41.8967142,12.4859132,Schleswig-Holstein,waste disposal centres
248743322,41.8960661,12.4870372,Schleswig-Holstein,waste disposal centres
248743324,41.8935288,12.4877431,Schleswig-Holstein,waste disposal centres
248834835,41.8929903,12.5157105,Schleswig-Holstein,waste disposal centres
248834836,41.8951114,12.5134235,Schleswig-Holstein,waste disposal centres
248834837,41.8989257,12.5182148,Schleswig-Holstein,waste disposal centres
