id,lat,lon
246571139,41.9042869,12.5132783
246571141,41.9047904,12.5162428
246571142,41.9031875,12.5008587
246572369,41.8882923,12.5147289
246572370,41.8894425,12.5133456
246574144,41.8953181,12.5031327
246574145,41.8952417,12.5030581
246574149,41.8948060,12.4919399
246574150,41.8948869,12.4909457
246574151,41.8944984,12.4877390
246661213,41.8950261,12.5047374
246661214,41.8949717,12.5048335
246661215,41.8975832,12.5031998
246661218,41.8975530,12.4901207
246661219,41.8972914,12.4977508
248663397,41.8897090,12.5235704
248663400,41.8892153,12.5249828
248663404,41.8888969,12.5262382
248663407,41.8903398,12.5344508
248663469,41.8878590,12.5218052
248674902,41.8878569,12.4716508
248676418,41.8904437,12.4692174
248676419,41.8897442,12.4729721
248676420,41.8893142,12.4738864
248678317,41.8886393,12.4739986
248678318,41.8836729,12.4736442
248743274,41.9009122,12.4835483
248743319,41.8967142,12.4859132
248743322,41.8960661,12.4870372
248743324,41.8935288,12.4877431
248834835,41.8929903,12.5157105
248834836,41.8951114,12.5134235
248834837,41.8989257,12.5182148
248834839,41.8987340,12.5150875
248834840,41.8970582,12.5115667
248977095,41.8892422,12.5302310
248977097,41.8877501,12.5365726
249331407,41.8946694,12.4651763
249331968,41.8790920,12.4786064
250884089,41.8957258,12.4719784
250885316,41.9050083,12.5042050
250886296,41.8968330,12.5151997
250886298,41.8989432,12.5165116
250886787,41.9122313,12.5220017
250889343,41.8757984,12.4813732
250889346,41.8782925,12.4765524
250889642,41.8959904,12.4903891
251773307,41.8957797,12.5119727
251773348,41.8853910,12.4852890
251773349,41.8870009,12.4827727
251773551,41.8933168,12.4838554
251774233,41.9013552,12.4849325
251774236,41.9016622,12.4857540
251774238,41.9114186,12.4878270
251774241,41.8923832,12.5126101
251774243,41.8932112,12.5094467
251774246,41.8922849,12.5085771
251783883,41.8801357,12.4753136
251792639,41.8885804,12.4836676
252420331,41.8808812,12.4744014
252441818,41.8941782,12.5038691
252441819,41.8941232,12.5039706
252602350,41.8961224,12.4929031
252609581,41.8958602,12.4969575
252699691,41.9045357,12.4769332
252899499,41.8917675,12.5022052
252899503,41.8942220,12.5172566
253704802,41.8835007,12.5030463
253871563,41.9073697,12.4759480
255020313,41.8823541,12.5142192
255020314,41.8821058,12.5141333
255020316,41.8819791,12.5137977
255020317,41.8816496,12.5141099
255020318,41.8813700,12.5139571
255020920,41.8713583,12.5020893
255023443,41.8870998,12.5226885
255023460,41.8871051,12.5191948
255117810,41.8869339,12.5081547
255118657,41.9003546,12.5175115
255118660,41.9026441,12.5198080
255454063,41.8995059,12.4961229
255454064,41.8990218,12.4902685
255577312,41.8971515,12.5047529
256170032,41.8731861,12.5017974
256572272,41.8947199,12.4963709
256638790,41.8899687,12.5101942
256816899,41.8767672,12.5079843
257348839,41.8876199,12.4693467
257348840,41.8877058,12.4700857
257352140,41.8953461,12.4725282
257360905,41.8959390,12.5134571
257361194,41.8966853,12.5138831
257475939,41.9126990,12.4850070
257475940,41.9126361,12.4849342
258755618,41.8957129,12.4772625
258755703,41.8969632,12.5141651
258897714,41.9097570,12.5295150
258898188,41.9087072,12.5266924
258898189,41.9116802,12.5171197
258898190,41.9109325,12.5162012
258898191,41.9066840,12.5096185
259865501,41.8777468,12.4796670
259867027,41.8911009,12.5281000
259867393,41.8919706,12.5322149
259867679,41.8714601,12.5106911
260201677,41.8748857,12.5339742
261634325,41.8843181,12.5296287
262330637,41.8929180,12.5130982
262461036,41.9004635,12.5085826
264672605,41.8941810,12.5108983
264897052,41.8883122,12.4809626
265758250,41.8804411,12.5102293
265767259,41.8863086,12.5097857
265837380,41.8865531,12.5038415
266310817,41.8926848,12.4931113
266310881,41.8923773,12.4934985
266317282,41.8932611,12.4901658
266773743,41.8825142,12.4841127
266773744,41.8850606,12.4803272
266773746,41.8755024,12.4768705
266788725,41.8720513,12.4787677
266962468,41.8782724,12.4864779
266962469,41.8778028,12.4854788
266962641,41.8814483,12.4867147
266965232,41.8833501,12.4875256
267112897,41.8914635,12.4691021
267112898,41.8965545,12.4643260
267112935,41.8940468,12.4735353
267157923,41.8873570,12.5132676
267157924,41.8874489,12.5138812
267157925,41.8864170,12.5107289
267158306,41.8848636,12.5083996
267941846,41.9114167,12.4778808
267941855,41.9120575,12.5031898
267944268,41.8774301,12.5065262
269224072,41.8913236,12.5103473
270193648,41.9095363,12.5064289
270194436,41.8739050,12.5089736
270196887,41.9093572,12.5078425
270197750,41.9069736,12.5138648
270197842,41.9096391,12.5105420
270197843,41.9042319,12.5172914
270197916,41.9004327,12.5142644
270198478,41.8855249,12.4943580
270198479,41.8837598,12.4947844
270198480,41.8854777,12.4932314
270199175,41.9116250,12.5015731
270315816,41.8875318,12.5119818
270317883,41.9110489,12.5085046
276548701,41.8745254,12.5061540
276549297,41.8990667,12.5106645
276549965,41.9080531,12.5301364
276551773,41.8898218,12.5232011
276551793,41.8861979,12.5154662
276552067,41.8804310,12.5062574
276553156,41.8755935,12.5074856
276555586,41.8764563,12.5099858
276555834,41.8890538,12.5076153
279788988,41.8841698,12.5171582
