id,lat,lon
274927659,52.5679351,13.3324832
274927670,52.5695208,13.3349092
277436597,52.5676389,13.3330364
277437556,52.5675293,13.3338962
277437557,52.5672959,13.3355165
277437559,52.5673178,13.3361406
277437564,52.5671719,13.3343523
316657544,52.5285301,13.4843729
316657545,52.5285402,13.4829396
610932850,52.5598176,13.5511712
621802036,52.5596232,13.5517801
621802042,52.559417,13.5524238
621802050,52.5590531,13.5535916
621802051,52.559218,13.5530613
621815117,52.5593645,13.5533883
621815124,52.5598255,13.5537929
831530013,52.5714529,13.3633684
918358077,52.5245915,13.287799
1305144769,52.5293784,13.4697832
1305144776,52.5297199,13.4707204
1313558847,52.4804003,13.3770919
1356471336,52.4711585,13.3456546
1356471514,52.4717824,13.3462933
1431372645,52.4711679,13.4667248
1628927250,52.5897446,13.4282472
1701431761,52.4611872,13.3448159
1757753569,52.4736209,13.3708377
1757753634,52.4739962,13.3706582
1757753675,52.474175,13.3702026
1848188160,52.5617646,13.3955346
1888655253,52.49369,13.3016559
1950672965,52.5082195,13.4669459
1953021651,52.5183359,13.3265199
2003199525,52.5972047,13.2756294
2023933194,52.4780319,13.3983854
2865137145,52.4199319,13.43352
2867341782,52.4164977,13.434599
2867619089,52.4132488,13.4216229
2869270133,52.4127047,13.4215648
2993819528,52.491725,13.4897573
2993835806,52.5310604,13.285847
3011419208,52.5497576,13.5542445
3041779748,52.4585717,13.3787937
3110893891,52.4562596,13.3771825
3135375520,52.6312235,13.4946497
3135376153,52.6321896,13.4936803
3135376175,52.6330188,13.4942976
3691992716,52.4553401,13.1500997
3734470207,52.5466044,13.3944949
4120687052,52.5785019,13.4180699
4202884244,52.533154,13.4421219
4202884280,52.5338441,13.4406924
4342901644,52.5156037,13.5981407
4489294194,52.5588407,13.5579452
4524915856,52.5056733,13.4657702
4731726137,52.5194511,13.274667
4777044097,52.6069747,13.3333762
4777044098,52.6069798,13.333361
4777044099,52.6069762,13.3333409
4777044100,52.6069675,13.3333677
4777044101,52.6069706,13.3333442
4841361441,52.5314591,13.4408989
5463053860,52.4731988,13.4165329
5463053908,52.4802242,13.4054928
5463054059,52.4703326,13.3930638
5463054083,52.4721456,13.4169421
5463054119,52.4768615,13.4181049
5469843070,52.4234193,13.5720825
5479192409,52.4713033,13.4046598
5479192444,52.4698579,13.3950802
5479192499,52.4709256,13.3891544
5479192509,52.4713126,13.3867939
5479192729,52.4759479,13.3864176
5492274692,52.4777066,13.4106295
5492274711,52.47981,13.4050937
5492275326,52.4823907,13.4026174
5492275603,52.478697,13.4048481
5492275889,52.4766069,13.4169095
5492275890,52.4757677,13.4163893
5492275891,52.4753882,13.4164196
5525963312,52.4731352,13.3711392
5532195915,52.473533,13.3717306
5667281471,52.4483945,13.6084278
5792097021,52.4685112,13.3741531
5837279806,52.4538768,13.3886862
6256713861,52.5505795,13.4749901
6256718726,52.5493114,13.4738984
6256719135,52.5496221,13.4716051
6256719889,52.5509473,13.4721228
6267874660,52.4894687,13.4285001
6314879680,52.5321603,13.4088596
6349992890,52.4797997,13.4051692
6349992891,52.4798198,13.4050139
6486405233,52.4902494,13.1802008
6486405234,52.4922231,13.1775293
6486513560,52.4789067,13.1791212
6486513561,52.4835524,13.1839351
6486547773,52.451392,13.1477899
6486547774,52.4519416,13.1483292
6486547775,52.452224,13.148601
6486547776,52.4525031,13.1488898
6779146616,52.4715822,13.4200948
6779146617,52.471329,13.4201016
6779146618,52.4738038,13.4188832
6779146619,52.476371,13.4183085
6779146620,52.4801429,13.4056512
6779146621,52.4801891,13.4055613
6813168281,52.4761297,13.4183699
6813222200,52.4730046,13.4179229
6813222201,52.4729702,13.4179343
6813222202,52.4729358,13.4179457
6813222205,52.480698,13.403876
6813222206,52.4806966,13.4037754
6813222207,52.4806958,13.4037175
6813222208,52.4799967,13.4026752
6813222209,52.48,13.4026209
6813222210,52.4800033,13.4025666
6813222240,52.4710057,13.3908624
6813222242,52.4774863,13.3917352
6813222243,52.4800943,13.397809
6813222244,52.4781769,13.4128234
6813222245,52.4732512,13.4165101
6813222246,52.4734028,13.4178134
6813222247,52.4733399,13.4178321
6813222248,52.4732973,13.4178436
6813222249,52.4724094,13.4180601
6813222250,52.4724626,13.418067
6813222251,52.4725364,13.4180654
6813222257,52.469869,13.3951662
6813222258,52.4698635,13.3951232
6813222259,52.47061,13.3947963
6813222260,52.4706128,13.3949769
6813222261,52.4706119,13.3949167
6813222262,52.4706109,13.3948565
6813222263,52.470579,13.3933921
6813222264,52.4705787,13.3933255
6813222265,52.4705793,13.3934588
6813222266,52.4698731,13.3936456
6813222267,52.4699049,13.393604
6813222268,52.4698414,13.3936871
6813222269,52.4702677,13.393144
6813222270,52.4703002,13.3931039
6813222271,52.472633,13.4167502
6813222272,52.4725929,13.4167655
6813222273,52.4725554,13.4167809
6813222274,52.4752867,13.4054265
6813222276,52.4742331,13.3905275
6813222283,52.4665226,13.399934
6813222292,52.4702367,13.4166992
6813222293,52.4751586,13.4184936
6813222294,52.4718035,13.4170716
6813222295,52.4718471,13.4170527
6813222296,52.4718946,13.4170325
6813222297,52.4799145,13.4039944
6813222298,52.4799206,13.4039146
6813222299,52.4799091,13.4040678
6838853136,52.4654725,13.3762728
6969677980,52.4915349,13.3807568
7009895639,52.541306,13.2367303
7128276121,52.5226018,13.3598327
7179912385,52.4477142,13.3193329
7210995373,52.5121097,13.5086275
7238438645,52.5553158,13.411495
7238438646,52.5553142,13.4115238
7238438647,52.5553127,13.4115496
7238438648,52.5553111,13.4115774
7238438649,52.5553093,13.4116072
7295057338,52.5192207,13.1703993
7323448547,52.5171425,13.1698711
7458887495,52.4673331,13.4657901
7750469636,52.4692172,13.3485782
7750469637,52.4681259,13.3487266
7750469638,52.4679761,13.3463103
7752567181,52.4699586,13.3399127
7752567182,52.4699605,13.3398814
7757282383,52.469135,13.3390339
7787880169,52.4693397,13.3377156
7795262561,52.4705873,13.3394852
7796210423,52.47396,13.3386437
7805901613,52.4421633,13.3287593
7807181886,52.4424818,13.3317637
7810998052,52.4422435,13.3308133
7850083081,52.43384,13.5335586
7891032857,52.4764133,13.3422768
7935604638,52.4746266,13.3372771
8017377229,52.4627437,13.4195823
8017377273,52.4622953,13.4189039
8017377278,52.4619804,13.4190032
8017381787,52.4616138,13.4193522
8017381816,52.4613799,13.4151179
8017381821,52.4626302,13.4154704
8017381832,52.4647436,13.4206571
8017421308,52.463443,13.4209126
8017421313,52.4627143,13.4210746
8017446288,52.4662748,13.4277209
8082589399,52.4556501,13.3740172
8127045558,52.4801478,13.3723615
8151718178,52.5933058,13.2671753
8151718179,52.5927561,13.267226
8152620780,52.5037009,13.3903955
8165603127,52.5023709,13.3905285
8165603142,52.5027043,13.3890786
8180828169,52.4792805,13.3721213
8180828170,52.4796843,13.3722015
8196843255,52.5307344,13.3061261
8254737452,52.5372407,13.4129941
8287715569,52.4564238,13.3709103
8287715570,52.4564545,13.3703112
8303643826,52.4701338,13.3153336
8310761280,52.5548831,13.4267669
8357441383,52.5748796,13.3729668
8384650911,52.5008446,13.3922399
8406499894,52.4646407,13.389018
8416693632,52.45912,13.3456601
8416693637,52.4591882,13.3468787
8417032681,52.5488678,13.5786683
8424346551,52.5631913,13.5699723
8544089454,52.5372367,13.4366348
8544361465,52.5550001,13.4245057
8544361466,52.5549743,13.424318
8544556088,52.5533909,13.4266797
8561265027,52.5447035,13.5736101
8598966625,52.5549332,13.5703952
8616726335,52.5354606,13.4917793
8632312860,52.5221915,13.3253401
8698422345,52.5115984,13.2658951
8710578241,52.5696506,13.3764316
8725877614,52.5709186,13.3747139
8733656182,52.5730317,13.3739541
8779062959,52.4369373,13.3411693
8779062960,52.4366919,13.3405047
8779062973,52.4363937,13.3438287
8779062974,52.4360559,13.3441651
8779063096,52.429752,13.337352
8779063124,52.4276465,13.3342867
8781449940,52.467297,13.3222806
8812741108,52.4703067,13.3458497
8815449936,52.4665975,13.3484087
8895629681,52.561114,13.4780194
8914354469,52.4550746,13.3653519
8914798433,52.4625551,13.3492387
8914798447,52.461384,13.3492727
8914798476,52.4643362,13.3486741
8914798477,52.4643658,13.3492751
8914798478,52.4637429,13.3487459
8914798479,52.4637723,13.349358
8928493759,52.5632435,13.2055131
8928493793,52.5639309,13.2039878
8928493794,52.5645448,13.205476
8928493795,52.5644119,13.2050289
8930274317,52.5378095,13.4375497
8930441133,52.5296608,13.1330417
8952181102,52.461712,13.3780103
8987614662,52.4940808,13.5155568
8990418242,52.5626397,13.2377248
8990432421,52.496042,13.539171
8997136240,52.5768964,13.4277237
9008745553,52.4664591,13.3467123
9035857022,52.5586733,13.5713281
9035857039,52.5588198,13.5713439
9035857041,52.5582424,13.5711922
9035857049,52.5581704,13.5735754
9035857061,52.5589583,13.5718536
9052969464,52.3929665,13.4236647
9052969469,52.3936478,13.4202622
9052974119,52.3933698,13.421655
9054133008,52.5397868,13.5889788
9054205919,52.539498,13.5867068
9054205920,52.5394076,13.5881418
9054205949,52.5404497,13.5873143
9054205952,52.5403917,13.5847611
9054205953,52.5404008,13.5864829
9054205970,52.5389105,13.5868594
9087421912,52.5454115,13.4344685
9178297631,52.5428954,13.6078166
9178297632,52.5428975,13.6078451
9178297633,52.5429017,13.6078939
9178297634,52.5428641,13.6078049
9178297635,52.5428662,13.6078241
9178297636,52.5428685,13.6078508
9178297637,52.5428704,13.607876
9178297638,52.5428722,13.6079003
9207365321,52.4336852,13.5356404
9237680771,52.5632508,13.2123439
9237680808,52.5639674,13.2105279
9237680809,52.5639852,13.2105327
9237680816,52.5647165,13.2107269
9237701317,52.5647324,13.2107322
9402665796,52.4090253,13.4740873
9406003568,52.5658332,13.4264144
9406003601,52.5635571,13.423671
9406003602,52.5634386,13.423587
9406003603,52.5634018,13.4217615
