id,lat,lon,state,station
724666576,,,Saxony-Anhalt,waste transfer stations
839558358,,,Saxony-Anhalt,waste transfer stations
981177092,,,Saxony-Anhalt,waste transfer stations
3600062607,,,Saxony-Anhalt,waste transfer stations
10749073433,51.5485813,12.049462,Saxony-Anhalt,waste transfer stations
10749073434,51.5485444,12.0496774,Saxony-Anhalt,waste transfer stations
10749073435,51.5484513,12.0496307,Saxony-Anhalt,waste transfer stations
10749073436,51.5481686,12.0513381,Saxony-Anhalt,waste transfer stations
10749073437,51.5482792,12.0513819,Saxony-Anhalt,waste transfer stations
10749073438,51.5482603,12.0515167,Saxony-Anhalt,waste transfer stations
10749073439,51.5481572,12.0514758,Saxony-Anhalt,waste transfer stations
10749073440,51.5481392,12.0516015,Saxony-Anhalt,waste transfer stations
10749073441,51.5491082,12.051951,Saxony-Anhalt,waste transfer stations
10749073442,51.549139,12.0517293,Saxony-Anhalt,waste transfer stations
10749073443,51.5491021,12.0517017,Saxony-Anhalt,waste transfer stations
10749073444,51.5490871,12.0516841,Saxony-Anhalt,waste transfer stations
10749073445,51.5490608,12.0516325,Saxony-Anhalt,waste transfer stations
10749073446,51.5490503,12.0515972,Saxony-Anhalt,waste transfer stations
10749073447,51.5490419,12.0515464,Saxony-Anhalt,waste transfer stations
10749073448,51.5490577,12.049733,Saxony-Anhalt,waste transfer stations
10749073449,51.5490515,12.0513215,Saxony-Anhalt,waste transfer stations
10749073450,51.5490606,12.0514165,Saxony-Anhalt,waste transfer stations
10749073451,51.5490417,12.0513762,Saxony-Anhalt,waste transfer stations
10749073452,51.5490608,12.05127,Saxony-Anhalt,waste transfer stations
10749073453,51.5490865,12.0512512,Saxony-Anhalt,waste transfer stations
10749073454,51.5492992,12.0498736,Saxony-Anhalt,waste transfer stations
10749073455,51.5493003,12.0498179,Saxony-Anhalt,waste transfer stations
10749073456,51.5492945,12.0497863,Saxony-Anhalt,waste transfer stations
10749073457,51.5492818,12.0497623,Saxony-Anhalt,waste transfer stations
10749073458,51.5492668,12.0497416,Saxony-Anhalt,waste transfer stations
10749073459,51.5491403,12.0496908,Saxony-Anhalt,waste transfer stations
10749073460,51.5490981,12.0497476,Saxony-Anhalt,waste transfer stations
10749073461,51.5490173,12.0497183,Saxony-Anhalt,waste transfer stations
10749073462,51.5490026,12.0496353,Saxony-Anhalt,waste transfer stations
1384004880,51.7619722,11.9595026,Saxony-Anhalt,waste transfer stations
1384010486,51.7620605,11.9595499,Saxony-Anhalt,waste transfer stations
7834283702,51.7621901,11.9588531,Saxony-Anhalt,waste transfer stations
7834283703,51.7631379,11.9593683,Saxony-Anhalt,waste transfer stations
1384004882,51.7635326,11.960338,Saxony-Anhalt,waste transfer stations
7834283704,51.7638136,11.9586484,Saxony-Anhalt,waste transfer stations
7834283705,51.7639963,11.959213,Saxony-Anhalt,waste transfer stations
6796333078,51.8416782,12.2399173,Saxony-Anhalt,waste transfer stations
9686338665,51.8415011,12.2397306,Saxony-Anhalt,waste transfer stations
9686338666,51.841538,12.2397125,Saxony-Anhalt,waste transfer stations
9686338667,51.8416016,12.2398106,Saxony-Anhalt,waste transfer stations
9686338672,51.8415433,12.2399831,Saxony-Anhalt,waste transfer stations
9686338673,51.8415015,12.2397152,Saxony-Anhalt,waste transfer stations
9686338674,51.8415061,12.2397058,Saxony-Anhalt,waste transfer stations
9686338675,51.8415154,12.2397008,Saxony-Anhalt,waste transfer stations
9686338676,51.8415275,12.2397033,Saxony-Anhalt,waste transfer stations
