id,lat,lon,state
687953120,50.8736994,9.9466598,Hesse
925692615,50.576165,8.1795809,Hesse
8279698271,51.3509905,9.8316435,Hesse
1637917807,49.8706966,8.3883645,Hesse
27039925,49.6120366,8.4725239,Hesse
27039926,49.6118243,8.4713593,Hesse
2160792961,49.6138594,8.4705322,Hesse
1379353424,49.5467085,8.5584752,Hesse
1379353449,49.5466265,8.5583092,Hesse
4232462227,49.5470527,8.5584644,Hesse
1379353349,49.5531362,8.5550792,Hesse
1379353365,49.5488116,8.5575023,Hesse
1379353370,49.5496748,8.5560539,Hesse
1379353377,49.548626,8.5568086,Hesse
1379353378,49.5522081,8.554863,Hesse
1379353380,49.5499274,8.5566134,Hesse
1379353382,49.5486354,8.5584145,Hesse
1379353386,49.5513314,8.5556248,Hesse
1379353387,49.5534818,8.5564938,Hesse
1379353394,49.55328,8.5550883,Hesse
1379353396,49.5521385,8.5571912,Hesse
1379353400,49.5504356,8.5564954,Hesse
1379353402,49.5519161,8.5569444,Hesse
1379353405,49.5511644,8.5549381,Hesse
1379353412,49.5518674,8.555775,Hesse
1379353415,49.5518534,8.5564402,Hesse
1379353418,49.5519714,8.5559681,Hesse
1379353420,49.5523682,8.5551098,Hesse
1379353425,49.5489042,8.5583045,Hesse
1379353428,49.5529413,8.555165,Hesse
1379353429,49.5527117,8.5571177,Hesse
1379353438,49.5517372,8.5554333,Hesse
1379353445,49.5517163,8.5549612,Hesse
1379353446,49.5526257,8.5552278,Hesse
1379353451,49.5533356,8.5554102,Hesse
9918268363,49.6041876,8.5172934,Hesse
9918268364,49.6042911,8.5174046,Hesse
9918268365,49.6059583,8.519116,Hesse
9918268366,49.6059583,8.519204,Hesse
9918268370,49.6046075,8.5175614,Hesse
9918268371,49.6057821,8.5156378,Hesse
9918268372,49.6052171,8.5147338,Hesse
9918268373,49.6039715,8.5169396,Hesse
9920190701,49.6039414,8.5190432,Hesse
9920190702,49.6051318,8.5182257,Hesse
1348268130,49.6016274,8.5237858,Hesse
1348268136,49.6026723,8.5217468,Hesse
1348268137,49.6031,8.5221974,Hesse
1348268139,49.6021712,8.5239811,Hesse
9918268367,49.6054708,8.5198474,Hesse
9918268368,49.6044154,8.5208853,Hesse
9918268369,49.6037306,8.5205504,Hesse
9920190670,49.6042277,8.5207839,Hesse
27702278,49.6093535,8.5586963,Hesse
27702276,49.6087767,8.5635035,Hesse
344979750,49.608945,8.5611169,Hesse
4168119028,49.6132476,8.5647757,Hesse
8594872094,49.6098251,8.5646699,Hesse
8594872095,49.6119323,8.564774,Hesse
8594872096,49.6119533,8.5647728,Hesse
27039923,49.6140744,8.4707551,Hesse
27039924,49.614203,8.4716571,Hesse
27702273,49.6163011,8.5589161,Hesse
59861313,49.6147367,8.5580793,Hesse
4004705227,49.6153076,8.5581869,Hesse
27702274,49.6159702,8.5642958,Hesse
344979747,49.616228,8.5612805,Hesse
1211236859,49.6161651,8.5637254,Hesse
1211236862,49.6159488,8.5647923,Hesse
4168119019,49.6150802,8.5647821,Hesse
4365744709,49.6161397,8.5638445,Hesse
4365744712,49.6161815,8.5635079,Hesse
1528412740,49.6631863,8.576777,Hesse
1706685112,49.6624717,8.5763206,Hesse
1706685275,49.6626592,8.5761543,Hesse
1706685393,49.6623011,8.5764416,Hesse
1706685421,49.6621418,8.5765942,Hesse
1706685591,49.6620967,8.5767498,Hesse
1706685672,49.6628849,8.5758271,Hesse
1706685694,49.6629683,8.5752102,Hesse
1706685716,49.6629752,8.5755589,Hesse
1706685800,49.6621071,8.5769268,Hesse
1815675792,49.6622214,8.5769466,Hesse
1815675821,49.6627044,8.5768782,Hesse
1648171760,49.6731932,8.5324624,Hesse
1648171774,49.6737559,8.5324892,Hesse
1648171761,49.6730273,8.5329402,Hesse
1648171773,49.6737844,8.5328907,Hesse
1153349152,49.5991759,8.7572162,Hesse
1153349216,49.5995523,8.7574513,Hesse
1153349416,49.5992903,8.7574375,Hesse
1153349472,49.599268,8.7571171,Hesse
1153349802,49.5996148,8.7576732,Hesse
1153349887,49.5992152,8.7574367,Hesse
1153350018,49.5993941,8.7573547,Hesse
1153350333,49.5996495,8.7576144,Hesse
1153350575,49.5994229,8.7574947,Hesse
1337871476,49.6172616,8.6880796,Hesse
1337871478,49.6168761,8.6864623,Hesse
1337871485,49.6165703,8.6864193,Hesse
1337871489,49.6164313,8.6878999,Hesse
1337871490,49.6168932,8.6886697,Hesse
1337871491,49.6173488,8.6876532,Hesse
1337871501,49.6166189,8.6883827,Hesse
1337871505,49.6167232,8.6859365,Hesse
1337871509,49.617036,8.6883827,Hesse
1337871511,49.6172932,8.6870738,Hesse
1337871513,49.6164382,8.6871918,Hesse
1337871515,49.6164243,8.6859902,Hesse
1337871517,49.6171403,8.6866983,Hesse
534084574,49.7383923,8.4835479,Hesse
534084580,49.7381027,8.4865485,Hesse
769145824,49.7375266,8.4844654,Hesse
1018048133,49.7367606,8.4850625,Hesse
1018076965,49.7366673,8.485128,Hesse
1018048153,49.7370883,8.4870009,Hesse
534084575,49.7398704,8.4830192,Hesse
534084576,49.7404317,8.4854727,Hesse
534084579,49.7394024,8.4859509,Hesse
769145826,49.7398913,8.483124,Hesse
1934786364,49.7909318,8.4911752,Hesse
1934786381,49.7927437,8.4912763,Hesse
3029572751,49.79216,8.492405,Hesse
3029572752,49.7927817,8.4924518,Hesse
3029572749,49.791627,8.4935722,Hesse
3029572750,49.7921359,8.49353,Hesse
9707649757,49.7919488,8.4935957,Hesse
1637917799,49.8693659,8.3895567,Hesse
1637917803,49.8702165,8.3908504,Hesse
1637917842,49.8710263,8.3888572,Hesse
1637917845,49.8713923,8.389252,Hesse
369550983,49.8990947,8.5391839,Hesse
369550984,49.8993711,8.5387977,Hesse
369550985,49.8998442,8.5385219,Hesse
369550986,49.9003196,8.5385563,Hesse
369550987,49.9007533,8.538626,Hesse
369550988,49.9011993,8.5388073,Hesse
369550989,49.9014989,8.5390562,Hesse
369550963,49.9012053,8.5455606,Hesse
369550973,49.8975466,8.5455354,Hesse
369550974,49.8975466,8.5450204,Hesse
369550975,49.8976572,8.5444196,Hesse
369550976,49.8979336,8.5438617,Hesse
369550977,49.8982324,8.5433467,Hesse
369550978,49.8984142,8.5427756,Hesse
369550979,49.8985695,8.5420592,Hesse
369550980,49.8986524,8.5411151,Hesse
369550981,49.8987353,8.5405143,Hesse
369550982,49.8988459,8.5397847,Hesse
369550990,49.9018184,8.5393841,Hesse
369550991,49.9022193,8.5398192,Hesse
369550995,49.9023547,8.5425994,Hesse
369550996,49.9022183,8.5432179,Hesse
369550997,49.9019971,8.5438617,Hesse
369550998,49.9017142,8.5445382,Hesse
369551821,49.9021455,8.5455154,Hesse
369551822,49.9018202,8.5454059,Hesse
369551823,49.9014944,8.5452789,Hesse
369551824,49.9016765,8.5449431,Hesse
369551825,49.9020702,8.5439555,Hesse
4636003673,49.8989361,8.5395668,Hesse
369550992,49.9024936,8.5405143,Hesse
369550993,49.9025749,8.5410518,Hesse
369550994,49.9024947,8.5417159,Hesse
369551801,49.9030365,8.5410293,Hesse
369551804,49.9034455,8.5410808,Hesse
369551806,49.9038657,8.5411151,Hesse
369551808,49.9044274,8.5411958,Hesse
369551809,49.9044711,8.5420515,Hesse
369551811,49.904434,8.543175,Hesse
369551813,49.9043688,8.5446599,Hesse
369551816,49.9043091,8.5453036,Hesse
369551817,49.9037822,8.5456994,Hesse
369551818,49.9033728,8.5457168,Hesse
369551819,49.9029227,8.5456775,Hesse
369551820,49.9024394,8.5455957,Hesse
369551826,49.9024123,8.5429186,Hesse
369551827,49.9025942,8.5419562,Hesse
369551828,49.9028391,8.5409775,Hesse
369550964,49.9005321,8.546737,Hesse
369550965,49.9001728,8.547252,Hesse
369550966,49.8998214,8.5476325,Hesse
369550967,49.8994582,8.5478454,Hesse
369550968,49.8989841,8.5478528,Hesse
369550969,49.8986524,8.547724,Hesse
369550970,49.8982654,8.5473378,Hesse
369550971,49.8979336,8.5469516,Hesse
369550972,49.8976572,8.546222,Hesse
448373501,49.7748319,8.603683,Hesse
448373502,49.7768214,8.603279,Hesse
448373495,49.7769555,8.6079855,Hesse
448373498,49.7747829,8.608087,Hesse
446920422,49.8138136,8.6962086,Hesse
4865407747,49.812544,8.6960175,Hesse
4865407748,49.8125778,8.6959759,Hesse
4865407749,49.8126185,8.695925,Hesse
4865407750,49.8126609,8.6958861,Hesse
4865407751,49.8127033,8.6958405,Hesse
4865407752,49.8127526,8.6958029,Hesse
4865407753,49.8127976,8.6957667,Hesse
4865407754,49.8128374,8.6957439,Hesse
4865407755,49.812885,8.6957171,Hesse
4865407756,49.8129231,8.6957057,Hesse
4865407757,49.8129625,8.695703,Hesse
4865407758,49.8130109,8.6957017,Hesse
4865407759,49.8130659,8.695703,Hesse
4865407760,49.8131243,8.6957071,Hesse
4865407772,49.8138659,8.6957721,Hesse
4865407780,49.8138559,8.69592,Hesse
4865407782,49.8139056,8.6957671,Hesse
4868870674,49.8131466,8.6956569,Hesse
4868870675,49.8138247,8.6957364,Hesse
4868870680,49.8138196,8.6962884,Hesse
