id,lat,lon,logo,nickname:pt,official_name:pt,official_status,official_status:ar,official_status:de,official_status:en,official_status:ru,ref:LOCODE,ref:nuts:3,de:name_index_city,de:place,name:prefix:de,state
775293358,53.9224902,8.5061461,,,,,,,,,,,,,,Hamburg
775293359,53.9230277,8.5060599,,,,,,,,,,,,,,Hamburg
775293360,53.9229835,8.5055691,,,,,,,,,,,,,,Hamburg
775293361,53.9224834,8.5056452,,,,,,,,,,,,,,Hamburg
1170911715,53.4788689,9.9335247,,,,,,,,,,,,,,Hamburg
1170911761,53.4792576,9.9334431,,,,,,,,,,,,,,Hamburg
1704105600,53.477508,9.9347711,,,,,,,,,,,,,,Hamburg
1704105604,53.4780728,9.934054,,,,,,,,,,,,,,Hamburg
1704105609,53.4798877,9.9336062,,,,,,,,,,,,,,Hamburg
1704105611,53.4804595,9.9340066,,,,,,,,,,,,,,Hamburg
1170911428,53.4848482,9.9151286,,,,,,,,,,,,,,Hamburg
1170911722,53.4844105,9.9204175,,,,,,,,,,,,,,Hamburg
1170911765,53.4842664,9.9196568,,,,,,,,,,,,,,Hamburg
1615832220,53.484318,9.9198983,,,,,,,,,,,,,,Hamburg
1705866987,53.484959,9.9213604,,,,,,,,,,,,,,Hamburg
1170911487,53.4898311,9.9149999,,,,,,,,,,,,,,Hamburg
1170911498,53.4930533,9.9151286,,,,,,,,,,,,,,Hamburg
1170911549,53.4900378,9.9153216,,,,,,,,,,,,,,Hamburg
1170911634,53.490321,9.9153344,,,,,,,,,,,,,,Hamburg
1170911705,53.4906884,9.9151672,,,,,,,,,,,,,,Hamburg
1170911647,53.492035,9.9214115,,,,,,,,,,,,,,Hamburg
1615832182,53.4931674,9.9156287,,,,,,,,,,,,,,Hamburg
1615832237,53.4927289,9.9181339,,,,,,,,,,,,,,Hamburg
1170911569,53.485433,9.9224046,,,,,,,,,,,,,,Hamburg
1170911668,53.4852365,9.9221963,,,,,,,,,,,,,,Hamburg
1170911386,53.4809267,9.9344215,,,,,,,,,,,,,,Hamburg
1170911434,53.4877789,9.9284558,,,,,,,,,,,,,,Hamburg
1170911441,53.4884655,9.9240873,,,,,,,,,,,,,,Hamburg
1170911508,53.4886644,9.9222684,,,,,,,,,,,,,,Hamburg
1170911709,53.4918854,9.9232059,,,,,,,,,,,,,,Hamburg
1615832222,53.4879523,9.9223825,,,,,,,,,,,,,,Hamburg
1615832263,53.4917998,9.9250052,,,,,,,,,,,,,,Hamburg
1705867012,53.4878713,9.9278679,,,,,,,,,,,,,,Hamburg
1170911738,53.4918702,9.9302394,,,,,,,,,,,,,,Hamburg
1615832214,53.4906057,9.9301431,,,,,,,,,,,,,,Hamburg
1705867031,53.4918605,9.9295184,,,,,,,,,,,,,,Hamburg
1170574087,53.4796989,9.938948,,,,,,,,,,,,,,Hamburg
1170911504,53.4798109,9.9371365,,,,,,,,,,,,,,Hamburg
1170911557,53.4795146,9.9367424,,,,,,,,,,,,,,Hamburg
1170911656,53.4771584,9.9357295,,,,,,,,,,,,,,Hamburg
1170911725,53.4793789,9.9387857,,,,,,,,,,,,,,Hamburg
1704105597,53.4771243,9.9380608,,,,,,,,,,,,,,Hamburg
1704105599,53.4772267,9.9370432,,,,,,,,,,,,,,Hamburg
1704105603,53.478051,9.938417,,,,,,,,,,,,,,Hamburg
1704105605,53.4785068,9.9357425,,,,,,,,,,,,,,Hamburg
1170574121,53.4821059,9.9409423,,,,,,,,,,,,,,Hamburg
1170911479,53.4837525,9.9366843,,,,,,,,,,,,,,Hamburg
1170911515,53.4849691,9.938927,,,,,,,,,,,,,,Hamburg
1170911623,53.4857672,9.9407398,,,,,,,,,,,,,,Hamburg
1704105616,53.4843748,9.9377109,,,,,,,,,,,,,,Hamburg
1704105621,53.48537,9.9397271,,,,,,,,,,,,,,Hamburg
1170574222,53.484674,9.9434856,,,,,,,,,,,,,,Hamburg
1170911383,53.4872096,9.9470176,,,,,,,,,,,,,,Hamburg
1704105613,53.4833954,9.9459233,,,,,,,,,,,,,,Hamburg
1170911432,53.4885199,9.9435752,,,,,,,,,,,,,,Hamburg
1704105630,53.4874351,9.9464002,,,,,,,,,,,,,,Hamburg
1704105632,53.4877303,9.9458532,,,,,,,,,,,,,,Hamburg
1170573976,53.4830638,9.9495812,,,,,,,,,,,,,,Hamburg
1170574003,53.4821745,9.9486609,,,,,,,,,,,,,,Hamburg
1170574090,53.482744,9.9491926,,,,,,,,,,,,,,Hamburg
1170574119,53.4851789,9.9516896,,,,,,,,,,,,,,Hamburg
1170574189,53.4829233,9.9492547,,,,,,,,,,,,,,Hamburg
1170911447,53.4867677,9.9488204,,,,,,,,,,,,,,Hamburg
1170911511,53.4863033,9.949496,,,,,,,,,,,,,,Hamburg
1170911578,53.4858941,9.950134,,,,,,,,,,,,,,Hamburg
1174544573,53.5123368,9.8405636,,,,,,,,,,,,,,Hamburg
1174544643,53.5119544,9.8421491,,,,,,,,,,,,,,Hamburg
4096390910,53.5116458,9.8433423,,,,,,,,,,,,,,Hamburg
183909123,53.5152145,9.8424857,,,,,,,,,,,,,,Hamburg
183909124,53.515291,9.8411124,,,,,,,,,,,,,,Hamburg
183909126,53.5156597,9.8393702,,,,,,,,,,,,,,Hamburg
183909128,53.5148336,9.8392623,,,,,,,,,,,,,,Hamburg
1659034106,53.5154454,9.8391507,,,,,,,,,,,,,,Hamburg
1726272304,53.5152133,9.8425287,,,,,,,,,,,,,,Hamburg
1174544543,53.5111407,9.8458829,,,,,,,,,,,,,,Hamburg
1174544615,53.5110497,9.8479993,,,,,,,,,,,,,,Hamburg
4096399050,53.5112342,9.8453231,,,,,,,,,,,,,,Hamburg
4096399065,53.511365,9.8446766,,,,,,,,,,,,,,Hamburg
4096399407,53.5109938,9.8497838,,,,,,,,,,,,,,Hamburg
4096399413,53.5110392,9.848823,,,,,,,,,,,,,,Hamburg
4096399415,53.5110572,9.847265,,,,,,,,,,,,,,Hamburg
4096399418,53.5110779,9.8466749,,,,,,,,,,,,,,Hamburg
1174544549,53.5114394,9.8565228,,,,,,,,,,,,,,Hamburg
1174544588,53.5109017,9.8532713,,,,,,,,,,,,,,Hamburg
1174544680,53.5111057,9.8551531,,,,,,,,,,,,,,Hamburg
