id,lat,lon,station,state,glass_related_recycling,electrical_related_recycling,metal_related_recycling,packaging_wastes,paper_wastes,plastic_wastes,organic_wastes,construction_wastes,hazardous/toxic,textiles
15364587,53.6242214,10.0263183,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
30767204,53.6141977,10.0324612,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
30767294,53.60833,10.0366636,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
30769871,53.6105985,10.0173201,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
30817706,53.6095314,10.0078694,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
30831678,53.6091894,10.0111024,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
30833727,53.6069982,10.0113668,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
30896910,53.6019085,10.0087619,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
31255112,53.4602232,9.9711916,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
31514184,53.6074367,9.9921633,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
33412615,53.5991748,9.9943554,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
35217283,53.6172582,10.0265175,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
35334582,53.6348938,10.0376104,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
76741647,53.606441,10.105534,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
82706767,53.6333309,9.9480976,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
83563659,53.6361602,9.9493933,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
84700986,53.6396672,9.9389366,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
89227593,53.6104801,9.9567699,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
89236627,53.6037731,9.9458016,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
90259123,53.4355979,9.9781176,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
106010210,53.5922071,9.9401626,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
106010307,53.6181491,9.9402124,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
106010329,53.6252746,9.9380288,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
187232581,53.5125036,10.2042509,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
187394838,53.508006,10.1873408,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
187394853,53.5085976,10.1851568,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
188596191,53.50491,10.2030834,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
251206507,53.6382867,10.1183117,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
251209787,53.6419886,10.112948,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
251995223,53.5914556,10.0882187,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
253164907,53.6225374,10.0292439,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
253399461,53.5475355,10.0948126,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
253412192,53.5837536,10.0722985,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
254736417,53.6687875,10.1474367,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
255122688,53.4591635,9.9559365,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
257133419,53.5460513,10.084365,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
257552615,53.5877308,10.0585704,recycling centres,Hamburg,no,no,no,no,no,no,no,no,no,no
