id,lat,lon,station,state,glass_related_recycling,electrical_related_recycling,metal_related_recycling,packaging_wastes,paper_wastes,plastic_wastes,organic_wastes,construction_wastes,hazardous/toxic,textiles
288501165,54.1016378,12.0760254,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
292691961,53.2086256,13.0727566,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
294241310,54.031192,12.4503884,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
295210922,53.7777702,12.5688124,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
296330322,54.0610626,12.0239851,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
296849047,54.398412,12.9733247,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
297003397,53.8537935,10.7968116,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
297860063,54.0955191,11.9661161,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
299603325,53.8209629,12.0678996,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
300223296,53.5455245,11.5031905,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
301149836,53.5321117,11.8389653,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
303262242,54.0178231,11.8993277,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
303895563,53.4450755,12.9378241,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
304295632,54.5685745,13.4660427,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
304334345,54.6696389,13.353449,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
306561407,54.0488488,13.7575533,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
307550409,53.5587381,13.25962,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
307700148,53.5325112,13.2600164,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
307700222,53.5187231,13.25447,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
307700224,53.5154791,13.2599866,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
307700325,53.5695248,13.2609074,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
307700334,53.5699808,13.2585458,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
307700348,53.5684337,13.261503,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
307700367,53.564116,13.2554671,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
307719308,53.535212,13.2609901,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
307719312,53.5367275,13.2606067,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
308238913,54.0805559,12.1138819,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
308522607,53.9873993,12.2191065,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
308724740,54.0297985,11.9536364,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
308727145,53.9719661,12.2125049,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
309631590,54.0275846,11.9128069,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
309785037,54.0781331,12.1367767,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
309851912,54.0223518,11.9623977,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
309851916,54.0080403,11.9929619,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
310257829,53.8500321,11.9881685,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
310303434,54.0853812,13.3886096,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
310410604,53.8501467,11.9784629,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
310425346,53.8479206,11.9670817,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
310965367,53.8474484,11.9680695,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
310967887,53.8453424,11.9664839,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
310969710,53.8446173,11.9632538,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
310988076,54.0131573,12.0205231,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
311316664,53.9933961,12.0391193,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
311364291,54.3133994,13.0759415,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
311712571,53.9255926,13.795341,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
315226215,54.0784943,11.9744654,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
315745063,53.2987175,11.5158744,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
316016023,54.1246442,12.2583153,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
316020630,54.1541731,12.3077465,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
316173997,54.0431954,11.9495132,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
316250624,53.8920945,13.8324142,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
316579425,54.0452313,11.871665,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
316579474,54.0353955,11.9182513,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
316920200,54.3124296,13.0761506,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
316920204,54.3116293,13.0709856,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
317901868,54.0808538,12.0498146,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
318491008,54.3087541,13.125799,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
318658210,54.2896162,13.055389,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
319503628,54.3066771,13.0420919,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
319505308,54.3136104,13.0590079,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
320940426,54.31864,13.073132,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
321345406,54.0767411,13.3558386,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
322756683,54.0906861,13.4036646,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
322787810,54.3577089,13.5004656,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
323118891,54.0786102,13.3223363,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
323118916,54.0665695,13.3246521,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
324569560,53.4576347,12.0413741,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
330169999,54.0295356,12.0959108,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
330812256,54.0932697,13.387908,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
331587823,54.3026172,13.213119,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
331879159,54.2759274,13.3622853,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
331917101,54.2935648,13.37863,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
332003103,54.0583168,11.9827538,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
332625256,53.335865,13.4420378,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
333322503,54.1500307,13.316234,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
333580503,54.1071705,12.021404,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
333720074,54.1199159,13.3677774,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
334315681,54.1127992,13.5274358,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
335103298,54.0731605,12.1116809,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
335103305,54.0713745,12.1167553,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
335358789,54.0611639,13.7701047,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
335722846,53.7871615,13.8323916,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
335722849,53.7923597,13.7564935,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
335725305,53.852523,13.6658517,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
335776644,54.0663544,12.1174928,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
335877470,53.970128,13.8292304,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
335887629,53.9508463,13.8545812,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
335974286,53.8605298,13.837978,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
337300509,54.1117281,11.9720182,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
337368159,54.3221301,13.0611889,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
337368162,54.3220857,13.0646487,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
337368177,54.3233864,13.0611934,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
338218238,54.0252238,12.4701172,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
338259160,54.0884938,11.931548,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
338701051,54.0571105,13.8986841,recycling centres,Mecklenburg-Vorpommern,no,no,yes,no,no,no,no,no,no,no
339782480,54.0898228,12.0877288,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
341476278,53.6263705,13.9944798,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
344028153,54.0680768,13.6513779,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
345340642,54.4190258,13.2555214,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
347400839,54.4097948,13.4391422,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
348200139,54.0733679,12.1115631,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
349803088,54.3744219,12.9903815,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
349907433,54.1783403,12.0834025,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
349907435,54.173243,12.0921248,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
351591624,54.3796161,12.8913561,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
352740620,54.3264471,13.0629076,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
352740622,54.3258492,13.0637508,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
352840494,54.3599121,12.737025,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
352922007,54.0376157,12.0633853,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
353293466,54.1769535,12.0671675,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
353293471,54.1765752,12.0738852,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
354701344,54.4711996,12.5238217,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
355174634,53.6802308,11.4271822,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
356221854,54.0820087,13.4284042,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
358350410,54.0740482,12.1390812,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
359516278,54.0816177,12.1132699,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
360727384,53.6105812,11.4189674,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
360741794,53.6585083,11.3619007,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
361428162,54.0826763,12.1104044,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
362232851,54.0773476,12.1154831,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
365140686,54.1733267,12.0784795,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
365601846,54.0858104,12.1359976,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
368225805,53.5207246,11.6388714,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
368403543,54.0909241,12.1035396,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
369175622,54.1344718,12.0741277,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
369175691,54.1307389,12.0721882,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
376516486,53.9279544,12.3445854,recycling centres,Mecklenburg-Vorpommern,no,no,yes,no,no,no,no,no,no,no
377679985,54.2455234,12.4289521,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
379561220,54.0861274,12.582115,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
380109266,54.0749039,12.1199214,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
389933915,53.899566,12.8620084,recycling centres,Mecklenburg-Vorpommern,no,no,yes,no,no,no,no,no,no,no
395213942,54.136021,12.0758098,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
395213957,54.1365644,12.073695,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
395213993,54.1354618,12.0735826,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
401289005,54.0707511,12.1242942,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
401791329,54.5841033,13.2801769,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
405267424,54.0550545,13.3595142,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
406573578,54.0401308,12.1279341,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
408457734,54.1291345,12.0742421,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
409251372,54.0821339,12.1418463,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
409251422,54.08274,12.1373344,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
409846433,54.070348,12.1400931,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
410216201,54.066262,12.122128,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
410216202,54.0656231,12.1206388,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
410590063,53.825092,11.9237966,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
410616592,54.0736549,12.1303593,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
410826169,53.5469876,10.9135703,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
410862043,54.1172843,13.8455316,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
410862064,54.1147834,13.8486446,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
411032471,54.0026503,11.4391702,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
411677595,54.1314527,12.0700496,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
411677609,54.13026,12.0676849,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
411677612,54.1295092,12.0701296,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
411677626,54.1289673,12.0711733,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
411677631,54.1276682,12.067688,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
412516478,54.0760939,12.126216,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
412516590,54.0653273,12.1136535,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
412987713,54.0600764,12.1144652,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
412987962,54.0653418,12.1084469,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
412987979,54.0681991,12.1053315,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
413417639,53.8477758,11.9873116,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
413435992,53.8388539,11.9932604,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
413465086,53.8278098,11.9966791,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
415641658,53.4653565,12.0383405,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
415641744,53.4640864,12.0461107,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
415791161,53.9815495,12.3192553,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
418116853,54.134125,12.0704115,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
418116854,54.1330293,12.0767561,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
418342877,53.5740268,13.2747532,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
418603794,53.4770997,12.515001,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
418740814,53.8341626,11.9666222,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
418757027,53.8351209,11.9675126,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
418764083,53.8216423,11.9456622,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
418832713,53.5110144,12.6914311,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
418855519,53.7866918,11.9687372,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
419036587,53.7948107,11.9282493,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
419325526,53.9596204,12.314543,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
419356772,53.8494151,12.9058663,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
419760547,54.0404699,12.1264885,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
419874269,53.584139,11.4061972,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
427733124,53.7971144,12.1612065,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
428665477,53.7856807,12.1844182,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
428718031,53.7803484,12.1838279,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
429318978,54.089514,12.1420037,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
429846802,53.6384366,12.392029,recycling centres,Mecklenburg-Vorpommern,no,no,yes,no,no,no,no,no,no,no
432854412,53.2967419,11.0798417,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
432854685,53.2984847,11.0849075,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
432855022,53.3040658,11.0825597,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
432855109,53.3009829,11.0955179,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
433982029,54.0821272,13.4185212,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
434003990,54.0893162,13.4202855,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
436927242,54.3548882,13.6820752,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
436927875,54.3775575,13.6882882,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
440940895,54.446617,13.5662412,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
441032740,53.5918701,11.5000356,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
442436153,53.7957454,12.1819766,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
442436326,53.8016667,12.1938907,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
442436327,53.8053014,12.189711,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
442597568,54.3394031,13.7292731,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
442848575,53.7832451,12.1851124,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
442926431,54.592681,13.1280035,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
443666540,54.0869596,12.123699,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
444393259,54.0918512,13.3684271,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
444877833,54.0804954,13.3646576,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
446254723,53.5286298,11.9276908,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
446683546,53.4531715,12.9575435,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
446683605,53.4797864,12.9669765,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
448149567,53.988422,11.1967418,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
449853470,54.3661179,13.6340941,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
450180776,54.3348543,13.6174096,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
450180794,54.345163,13.621789,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
450180797,54.3565889,13.6324636,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
451683492,53.4337304,11.2057542,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
451690425,53.4322357,11.2068626,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
451695654,53.43087,11.1989326,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
451695656,53.431958,11.200991,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
451699318,53.4344567,11.200548,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
452390753,53.7571039,14.014358,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
452488685,53.5909452,11.086013,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
452632445,54.0846471,12.1399047,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
454099267,54.0936625,13.3633182,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,yes
455638526,54.3581496,13.475791,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
456721724,53.9939051,11.6392864,recycling centres,Mecklenburg-Vorpommern,no,no,no,no,no,no,no,no,no,no
