id,lat,lon,clothes,shoes,cans,waste,rubbish:source,cars,fee,internet_access,payment:mastercard,payment:visa,cooking_oil,clothes,shoes,collection_times,gas_bottles,steel,stone,beverage_cartons,waste,textiles,addr:district,addr:state,payment:coins,default,industrial,building_waste,concrete,bulky_waste,name:ne,official_name:eo,ref:nuts:2,odbl,foot,maxwidth,motorcar,glass_related_recycling,electrical_related_recycling,metal_related_recycling,packaging_wastes,paper_wastes,plastic_wastes,organic_wastes,construction_wastes
8417594732,51.0259018,11.0358492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8420576922,50.9430715,11.5951607,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,
8433040660,50.9805851,11.3151391,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8433064466,50.9806032,11.3151421,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,
8433064467,50.9805596,11.315136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,
8434113587,51.2981616,11.4226251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8446915587,50.8462258,10.9364541,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,yes,,no,no
8449980649,51.2255564,11.23232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8454304992,50.6038925,10.1587474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8454438120,50.6091189,10.1314861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8456701283,50.8341137,10.9626563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
8456794698,50.6657634,10.0772926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8457324514,50.549167,10.1406317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8457368553,50.5712058,10.169572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8457408607,50.8239421,10.9689085,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,
8474994677,50.9171116,11.1872707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8494304587,51.4635265,10.9348364,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8494403294,50.9019824,10.8878562,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8495175260,50.9340935,12.4234101,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8500639115,50.6644345,10.3586633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8504106197,50.7570037,11.1752639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
8504879455,50.8832267,11.6192886,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8527861815,51.3737695,10.0424239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8528059034,51.360676,10.0749108,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8528979468,51.0400562,11.0729692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8544803893,51.0547083,12.4534247,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8544803894,51.0548301,12.4534723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8544803895,51.0548078,12.4534576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8555039335,50.9513274,10.716013,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8556694199,50.8672154,10.6203008,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
8571053333,50.7177928,10.4694483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8573806374,50.9746175,11.1946434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8574102771,50.9588703,11.1946433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8575983061,50.9766634,12.3541188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8584413016,50.9978416,12.3793736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8592510841,50.8567078,10.5779308,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
8598450936,51.5704555,10.705563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8617929111,51.3540668,10.4757692,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8639912264,51.3453309,11.1112339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8642483229,50.804871,10.7743804,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,
8642623285,51.1617813,11.1372659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8647346577,51.0080169,11.0153008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8647351217,51.0081552,11.0115809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8657659488,51.0309889,11.5245439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8660016954,51.0282433,11.5257274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
8661209098,51.0292238,11.5075111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8665052260,50.9496589,10.7097261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
8676491060,50.8807154,12.0966688,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8682786113,50.8995484,11.2856305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8691004431,51.5031114,10.8037861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,no,yes,,
8692912697,50.9930591,11.0287473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8694795976,50.939636,10.6820358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
8703233387,50.6448929,11.9829334,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8703233388,50.644883,11.9829221,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8703233389,50.6448671,11.9829083,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8717813244,50.9950103,11.0266283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8728358960,51.4273382,10.7404176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,
8742647705,50.950666,11.3024893,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8768620920,50.5066971,10.9300625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8780134086,50.6958324,10.9289946,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,
8804774241,50.6796626,11.1280432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8805262968,50.8986807,12.4970986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8809232043,50.9405744,12.4477438,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8809982124,50.9526037,10.7050591,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8825631571,50.9668776,11.6243894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8831141184,51.0118663,10.9962703,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8841905797,50.9424967,10.7009023,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8842269843,50.9743003,10.320062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8860437287,50.945836,10.684865,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8869394473,50.5293103,11.2700716,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8905332368,51.5199911,10.8657669,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8930399318,51.4853918,10.7846307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,
8934007731,51.5586425,10.8336018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8934007732,51.5586425,10.8335643,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8938354291,50.8843811,10.4538728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8939209095,50.6701854,11.2066528,no,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,no,no,no,,
8946042636,50.881529,11.6083446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8949663571,51.3011505,11.1888818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8949663572,51.3010239,11.1886968,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8954813150,50.5288375,11.3165554,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8954870981,50.5193993,11.0030068,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
8957624416,51.106347,10.2966179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9013642778,50.9727197,11.0276766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9016984306,51.3625998,10.8835794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9026568884,50.8877439,12.1361095,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9026568885,50.88774,12.1360938,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9026568886,50.8877363,12.1360781,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9026568890,50.8868869,12.1362,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045370409,50.9394244,10.6980311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047700300,51.0055546,11.1841339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047700303,51.005562,11.1838575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9048087673,50.7938619,10.6103445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052817776,51.370608,10.875382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052817798,51.3713288,10.8769695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9053041023,51.0095533,11.1018752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9053041024,51.0097426,11.1020039,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056022517,50.5279861,10.4452169,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9066928705,51.0615174,11.0445381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9081087536,50.6919644,12.0658799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9103504160,50.9258696,11.5871973,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
9108234525,50.952879,11.6344232,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,
9111418048,50.9449868,11.6558403,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,
9127888567,51.0095438,11.0009876,no,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,no,no,no,,
9128935401,51.1174801,11.4143716,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9128935452,51.1261543,11.4166783,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9132250106,51.3846241,10.3259401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,
9132250108,51.3847234,10.3243354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,
9132438512,51.3526634,10.3067397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9132808811,50.9312843,11.5977049,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9146747679,50.6160785,11.6967179,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9146747680,50.6160564,11.6966616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9160228479,50.5698894,11.1260375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9177147115,50.7753612,12.1539126,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9179732927,50.4024296,11.6210287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9183615980,50.897367,11.5899412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
9201620409,51.0192143,11.8827743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216090652,50.8354187,10.9334791,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
9234900213,51.1653094,11.1265566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9237093905,50.8599896,12.0730862,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9243777479,50.9892919,11.0367265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
9247962868,50.9476736,11.0765684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9253100655,51.0160267,11.0216532,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9253100656,51.0161956,11.0188409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9253216290,51.0160302,11.0216044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9253216291,51.0161889,11.0188937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
9253216292,51.0161993,11.0188035,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9253216304,51.0162914,11.0247685,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9253216305,51.0162879,11.0246551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9253954809,50.6174159,11.0674185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9263753925,50.7330644,10.4599386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9274260413,51.2808023,11.2483364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9278234624,51.0162892,11.0244897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
9280197021,50.8834128,11.6218633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9282595268,50.8811408,11.6369655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9282787849,50.6905589,10.5595932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9283304005,50.8815302,11.6322931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9288148298,50.8880657,11.6072477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9295667140,50.7365524,11.027868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9308290454,50.9492101,11.074303,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312129519,50.9341307,11.9836143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9334396537,50.8306018,11.4215769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9339842511,50.9925851,10.9807276,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339842513,50.9926407,10.980776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9343594842,50.965606,11.0131992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9343594843,50.9655892,11.0131595,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9343948785,50.6559602,10.1410044,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9347251200,50.8652261,11.4249296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9353628896,51.0254284,10.4648933,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9355317927,51.1547324,11.1206965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9365751767,50.850738,11.4387994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9373010620,50.5812234,11.8073795,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9373010621,50.5812091,11.807375,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9373010622,50.5811968,11.8073698,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9373010623,50.5811626,11.8074705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9373010624,50.5811526,11.8074668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9373010625,50.5811566,11.8074461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9373010626,50.5811601,11.8074245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9373010627,50.5811652,11.8074023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9373010628,50.5811721,11.8074046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9373010629,50.5811689,11.8074275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9373010630,50.581166,11.8074486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9375993471,50.9007198,11.2794804,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9379358071,50.8883094,11.4397809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9384103259,51.5831752,10.7070688,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9386730588,50.9700126,12.4035242,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9387833726,50.9701604,11.0512708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9387957368,51.2906279,10.4445434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9393957525,50.9542792,11.0766353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9394122671,50.9506971,11.0668876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9394122672,50.9506432,11.066392,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9407209893,51.1545834,11.1360133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9412884895,50.8594323,11.2474804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9412884896,50.8595732,11.2473897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9425342671,50.7013413,10.7251191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9426829056,50.8639785,12.4164753,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9426829057,50.863992,12.416484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9426829058,50.8640056,12.4164927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9429614150,50.8576516,12.4240284,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9429614151,50.8576308,12.4240058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9429614152,50.8576112,12.4239846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9429614153,50.8575928,12.4239647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9430698441,50.8387268,11.033557,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9446978671,50.6929634,10.2529167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9446978672,50.6929354,10.2529628,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9449805669,50.7063265,10.2158039,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9485672933,51.0171253,11.1155493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9487889952,50.8087204,11.5898735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9489545043,50.9866604,11.0469617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9489883516,50.9809429,11.3090717,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9492830868,50.9671634,11.3245554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9492830869,50.9671787,11.3245834,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9493163870,51.3642084,11.2197322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9493176189,51.3641948,11.2197505,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9498015844,50.7033355,11.8983509,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9498016751,50.6961527,11.8945013,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9498016752,50.6961263,11.8944745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9504397418,51.0091224,10.9234782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9504397419,51.0090948,10.9234201,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9504397458,51.02337,10.9497492,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9505347210,50.9912094,11.3164917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9505347211,50.9912067,11.3165257,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9507538334,51.3665258,11.3026081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9520724224,51.4856545,10.8005386,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9520724225,51.4860295,10.800569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,
9537416998,50.6729247,10.9736455,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9537438634,50.7008773,11.8947119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9537438635,50.7020546,11.894563,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9537438643,50.705033,11.8936966,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9537438644,50.7050218,11.8937422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9544901091,50.9672779,12.3047116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9556059325,50.64904,11.0064135,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,yes,yes,yes,,
9560213644,50.9912149,10.2976449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9568880882,50.5863593,10.8581562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,
9570300378,50.5615212,11.456766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9570300379,50.564481,11.4490008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9580612596,50.5847152,11.4931144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9580975701,50.605272,11.4805046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585518477,50.995491,10.9762133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
9585518478,50.9954804,10.9761663,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604069650,50.8921272,11.6092843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
