id,lat,lon,clothes,shoes,cans,waste,rubbish:source,cars,internet_access,payment:mastercard,payment:visa,cooking_oil,clothes.1,shoes.1,gas_bottles,steel,stone,beverage_cartons,waste.1,textiles,addr:district,addr:state,payment:coins,default,industrial,building_waste,concrete,bulky_waste,name:ne,odbl,glass_related_recycling,electrical_related_recycling,metal_related_recycling,packaging_wastes,paper_wastes,plastic_wastes,organic_wastes,construction_wastes,state,station,hazardous/toxic
6596338137,50.7674561,10.3841025,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6605219454,50.9496006,11.0690217,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6605219480,50.952105,11.0702616,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6609896048,50.7364517,11.327194,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6627292102,50.6198414,11.5072775,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6634887626,50.6680275,11.2940714,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6660367195,50.9611324,12.5891026,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6690941212,50.9850362,11.1377308,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6700022212,50.7323241,10.7572725,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6700625730,50.9806238,11.3189381,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6726271748,51.4165788,10.4264268,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6726281299,51.4114013,10.4251179,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6726285212,51.4119316,10.4286343,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6755720826,51.0036223,11.147754,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6757138114,50.8350221,10.9591396,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6757138122,50.8341088,10.9545261,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6757138128,50.8340687,10.9544839,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6757690565,50.8312252,10.9626234,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6762411014,51.3723292,10.1357181,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6762411015,51.3723335,10.1357577,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6762411016,51.3722958,10.1357633,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6763934500,50.9616036,11.0591093,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6772934432,50.8366554,10.9427931,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6772934437,50.8366766,10.9428646,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6776939298,50.9597565,11.0630381,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6776953537,50.9613164,11.0600096,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6776953538,50.9613127,11.0599765,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,yes,no,no,no,no,no,Thuringia,recycling centres,no
6786608025,50.9608198,11.0613971,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6786608026,50.9608459,11.0614268,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6789744144,50.9276183,11.517364,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6799380154,51.0383276,11.5109673,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6805394030,50.655807,11.4019606,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6819315886,50.9930623,11.0337293,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6824862853,50.8185428,12.0964281,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6825222944,50.6988994,11.2473859,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6831220828,51.1165878,10.6452946,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6836920049,50.5684673,11.7281524,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6838334061,51.4833008,10.901001,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6867950518,50.4634909,11.5321082,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6875285547,50.6429625,11.1943696,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6879377087,51.0930766,11.0435142,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6885490022,51.2410976,10.6606255,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6893091479,50.7394323,11.738545,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6900615573,51.4393436,10.4869668,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6910147711,51.4024802,10.4755662,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6954037072,50.7167294,10.4634734,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6954332561,50.974543,11.2654575,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6955989633,50.7698516,10.9150704,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6973773861,50.6941574,10.9812391,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6973773862,50.6941681,10.9812671,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6979304134,51.5018691,10.862949,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6986581882,51.5017863,10.8630715,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6989348185,50.8586588,11.3406622,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
6994608923,51.4791993,10.7397745,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7014275481,50.6656491,11.3397392,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7014290410,50.7973896,10.4729388,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7016372987,51.1116034,11.3240346,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7035760074,50.5363051,10.7550513,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7038419927,50.9855046,10.3200428,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7049237861,50.9997503,11.0334018,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7062457091,50.9790886,11.03844,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7063154045,51.3781337,10.3228866,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7063251912,51.3827743,10.3296291,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,yes,no,no,no,no,no,Thuringia,recycling centres,no
7066184439,50.7591466,10.4779676,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7069483462,51.1609029,10.4501158,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7075941366,50.9831461,11.2771875,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7083869505,50.7012928,12.1770264,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7083869506,50.7012997,12.1770487,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7083869507,50.7012831,12.177001,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7103994514,50.9664948,11.020849,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7111935040,50.8668546,11.6968212,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7116503717,50.9716887,11.0478646,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7117216584,50.7694433,11.0714224,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7118974211,50.7441304,11.0794734,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7119302019,50.7902301,11.1324205,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7126105558,50.7328353,10.1123954,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7128810572,50.7260159,10.4494423,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7138644456,50.6753986,10.9269204,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,yes,no,no,no,no,no,Thuringia,recycling centres,no
7155936850,51.0438217,10.3856049,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7165894578,50.9358241,11.1026276,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7165998224,50.943771,11.0877149,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7166062247,50.9471873,11.0908787,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7182929398,50.9204266,12.0470029,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7183856154,50.9707038,11.0559714,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7190158045,50.6510315,11.982244,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7192768603,50.4965104,11.1547893,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7223027372,51.3855818,10.849834,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7235967139,50.9271362,11.5812197,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7237056773,51.2151978,10.446807,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7248004251,51.4272447,10.3496809,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7249821915,51.1510539,11.1206432,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7256154924,50.8939292,12.4309538,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7266674302,51.307971,11.048564,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7274545769,50.9939955,10.3063194,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7315635944,51.5391428,10.6558614,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7333110985,51.5025109,10.8211142,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7333129094,50.7091631,12.109259,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7340926677,50.6557768,12.1040797,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7340926678,50.6558589,12.1039,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,yes,no,no,no,no,no,Thuringia,recycling centres,no
7340926679,50.6556671,12.1010155,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7340926680,50.6556741,12.1010304,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7346449561,51.1587741,10.8361386,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7353796964,50.9895823,11.0194018,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7374502306,50.9716769,11.0475337,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7376462418,50.931651,11.6610976,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7402291022,51.0570616,11.3769486,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7402291023,51.0570302,11.3769539,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7417907861,51.4573747,10.2395502,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7428820760,50.8296028,10.3434385,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7430845985,50.9526656,12.5655816,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7432832996,50.8899174,10.3552276,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7452218648,50.6303955,11.1025227,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7455339626,51.4922245,10.6915129,,,,,,,,,,,,,,,,,glass,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7455339627,51.4922178,10.691535,,,,,,,,,,,,,,,,,glass,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7455339628,51.4922102,10.6915606,,,,,,,,,,,,,,,,,glass,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7475792238,50.7504951,11.3457334,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7477959501,51.1654248,11.1318945,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7477959502,51.1655288,11.1316702,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7478202287,51.1414897,11.1559292,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7481797370,51.4183119,10.6475101,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7497348582,50.5712684,10.4244268,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7521587701,51.428476,10.8959073,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7542469502,50.8783152,11.7884588,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7542469664,50.8710571,11.7710132,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7574847299,50.7152644,11.3943412,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7574861559,50.7131244,11.345128,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7579660814,51.2368007,10.8034844,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7579855474,51.3249251,11.0390963,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7580221594,50.8356274,11.720255,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7580221595,50.8356494,11.7202215,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7598220018,50.6255022,10.571889,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7608251516,50.9441427,10.7948091,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7617301032,51.1161719,10.6442687,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7621828570,51.26459,10.7385405,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7628228689,51.2861657,10.7623065,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7628998044,50.9396535,10.0673944,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7628998667,50.7015353,10.4805235,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7629109420,50.9156324,10.0416892,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7643678154,50.6719578,12.2663775,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7643741729,50.8695923,12.0736836,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7644324520,50.9151064,11.4957185,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7663166614,51.2983553,10.6491625,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7680991753,50.8832529,11.6080711,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7682148958,50.8462295,12.0691744,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7691887829,50.8298446,12.0842809,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7728631219,50.4308507,10.7274574,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7728631377,50.428421,10.7244158,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7772021263,50.7186461,10.4325494,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7791549837,51.0253218,11.1258115,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7810774253,50.882068,11.6052519,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7810774254,50.8807992,11.6026542,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7813416048,50.8821235,11.6054883,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7828815858,50.8867954,11.6145034,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7837401314,51.5774823,10.7968087,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7837706684,50.9702867,10.7408387,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7846275974,50.6515578,10.8425356,,,yes,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,Thuringia,recycling centres,yes
7847558336,50.9340153,10.7134433,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7856883248,50.6904199,11.4059396,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7870441355,50.8913245,10.5730377,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7871131517,51.2476703,10.6608822,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7880051253,51.588009,10.6727765,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7886551504,51.2648554,10.6150888,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7888155243,50.5937293,10.8568556,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7903393881,50.8367548,12.0614766,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7903440408,50.8362152,12.0613684,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7903440415,50.8389461,12.0578964,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7903440443,50.8418892,12.0559428,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7903440445,50.845678,12.0612005,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7903440446,50.8455152,12.0596951,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7903440494,50.8446767,12.0658649,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7905121270,51.0062062,12.4344299,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7908232035,50.9882691,11.0446373,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7908814938,50.9568671,11.0665693,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7909718453,50.9638663,11.6221652,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7913014671,50.9783048,11.647713,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7920312029,51.0413282,11.6308168,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7922808006,50.7562578,11.3058114,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
7922808010,50.7564835,11.302802,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
