id,lat,lon,clothes,shoes,cans,waste,rubbish:source,cars,internet_access,payment:mastercard,payment:visa,cooking_oil,clothes.1,shoes.1,gas_bottles,steel,stone,beverage_cartons,waste.1,textiles,addr:district,addr:state,payment:coins,default,industrial,building_waste,concrete,bulky_waste,name:ne,odbl,glass_related_recycling,electrical_related_recycling,metal_related_recycling,packaging_wastes,paper_wastes,plastic_wastes,organic_wastes,construction_wastes,state,station,hazardous/toxic
267280402,50.6822437,10.9324946,,,yes,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,Thuringia,recycling centres,yes
267415373,50.6834541,10.9139547,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
267831110,50.896941,11.5764811,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
267874011,50.8912196,11.5806298,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
268048075,50.6812191,10.9337907,,,yes,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,Thuringia,recycling centres,yes
268051695,50.6829368,10.93242,,,yes,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,Thuringia,recycling centres,yes
268084691,50.958722,10.9824785,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
269198910,50.5295671,10.5372246,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
269213651,50.9231842,11.5943318,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
269214006,50.8968991,11.5915953,yes,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,yes,no,no,no,no,no,Thuringia,recycling centres,no
269474742,50.6567197,10.9409586,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
269478172,50.6682839,10.967945,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
269480662,50.9372819,11.5847743,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
269907323,50.6852854,10.9187378,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
270979412,50.6735801,10.9679128,no,,no,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
271155052,50.7785355,10.7730579,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
271283563,50.928119,11.579034,yes,,no,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
271424306,50.9001241,12.0851257,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
271424307,50.9004829,12.0846109,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
271424309,50.9001145,12.0805905,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
271424311,50.8968135,12.0814468,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
271424314,50.8891595,12.0860829,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
271424316,50.8853048,12.0848308,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
271424319,50.8825702,12.0928929,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
271757694,50.9518843,11.6119151,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
271797794,50.8677545,11.5980228,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
271812900,50.8905599,12.0829694,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
272066536,50.9161035,11.5758589,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
272240450,50.6722121,10.9838703,yes,,no,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
272240451,50.6728946,10.9733969,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
272309429,50.6692898,10.9790389,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
272336901,50.6623782,10.9459513,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
272586823,50.670993,10.9647378,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
272586916,50.6761352,10.9533204,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
272863992,51.1103675,10.6413381,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
272864001,51.1120609,10.6461562,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
274601384,50.8802337,11.6263247,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
274607460,50.8849802,11.6149825,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
274607463,50.8821273,11.6192222,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
275905817,50.6815406,10.9051902,yes,,,no,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
275942217,50.6803772,10.9228959,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
276380544,50.9080911,12.0835089,yes,,no,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
276534389,50.8780721,12.0869855,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
277028101,50.6288922,10.7443822,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
277028214,50.6364653,10.7531994,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
277052330,50.6319977,10.7487658,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
277178197,50.9700726,10.9117761,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
277916856,50.6529717,10.6673653,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
277956035,50.713602,10.8349236,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
278829265,50.9763531,11.0122323,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
279209111,50.8056046,10.2306712,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
279209132,50.8113011,10.2326743,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
279476712,50.9421612,10.7450307,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
279785789,50.8828111,11.6287304,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
280570043,50.8846838,11.6284004,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
280573197,50.808308,10.2121547,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
280592938,50.8731286,12.0780665,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
280592949,50.8901808,12.0903398,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
280597290,50.808081,10.2158589,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
280883014,50.8871762,12.1021831,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
280883129,50.9016891,12.0785164,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
281379681,50.945586,11.5934164,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
281379682,50.9530394,11.6004905,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
281425550,50.8112404,10.2461132,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
281450819,50.8073574,10.2287727,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
281575368,50.6815628,10.8649975,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
281896894,50.8946502,12.076688,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
281896971,50.8759252,12.0848878,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
283640251,50.6593415,11.0547974,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
283670242,50.8102648,11.5839091,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
283678739,50.8056831,11.58016,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
287049875,50.9363099,11.5575686,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
287858640,50.879699,11.5933107,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
288504393,50.8952838,11.5808888,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
288504394,50.8925109,11.5791047,yes,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,yes,no,no,no,no,no,Thuringia,recycling centres,no
288504441,50.9038631,11.5777475,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
288813076,50.9334705,11.5748898,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
289539278,50.9712626,11.2690035,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
289539279,50.9712564,11.2690216,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
289539280,50.9712603,11.2690511,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
289539281,50.9712719,11.2690627,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
289891863,50.9858281,11.2220115,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
289891864,50.9873133,11.2239104,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
289891865,50.9873151,11.2239398,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
289891866,50.9873162,11.2239676,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
290005619,50.9858853,11.218519,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
291209549,50.9304408,11.6797447,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
291628803,50.9170277,10.9128265,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
292402087,50.7980354,10.3068207,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
292402088,50.7990301,10.3052866,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
292474251,50.72287,10.4418813,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
292569172,50.9301002,11.6503582,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
292606494,50.9338441,11.6055143,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
292704375,50.9698789,11.0336941,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
292729450,50.724308,11.0556472,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
292737677,51.2330024,10.4537647,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
292737678,51.2339472,10.453568,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
293451331,50.891306,12.0783997,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
293902822,50.9185599,11.6268567,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
294631953,50.6814088,10.9286895,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
295018551,50.7218763,10.4467703,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
295922704,50.9314262,11.5912167,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
295922705,50.9288155,11.5911011,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
295960898,50.5962087,10.7194752,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
296193889,50.9046781,11.5547008,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
296202393,50.9089396,11.5744382,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
296202395,50.9067946,11.5649772,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
296389681,50.906746,11.8535489,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
297029980,50.8330715,11.6068864,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
297038775,50.9868832,11.3273504,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
297042246,50.8345003,11.5968177,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
297053088,50.8001213,11.5908932,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
297053128,50.789714,11.5643227,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
297278624,50.9605591,10.9975461,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
298065469,50.8831481,11.6076015,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
298144058,50.8829672,11.614185,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
298511660,50.6510105,10.6705824,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
298694074,50.923943,11.578283,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
299095620,50.8605489,12.1480406,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
299453098,50.931471,11.5780393,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
300393812,50.6673677,10.8567784,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
302209922,51.3586692,11.0935732,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
302440290,50.8266267,12.1451357,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
302923874,50.9272586,11.5962511,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
302927712,50.9200553,11.5920176,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
302927760,50.9023647,11.598443,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
302933711,50.9340918,11.5982151,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
303022231,50.6082315,10.4882933,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
303443786,51.2265796,10.299896,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
303917656,50.9505368,11.6016491,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
303919052,50.799942,11.7730749,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
304689521,50.8230554,10.7272303,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
304689522,50.8195037,10.7404484,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
304882270,50.9684376,11.0557456,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
305300688,50.9587934,10.9499356,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
306880335,50.9651995,11.0563737,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
308327505,50.6808017,9.9251513,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
309977524,51.253375,10.3906681,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
310400877,50.9618943,10.7161599,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
310773351,50.7463067,12.1580559,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
311113933,50.629623,12.1413964,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
311384049,50.3140001,10.6638144,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
312241268,50.8668004,12.3212109,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
312769884,50.7487482,12.1772817,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
313177014,50.9028461,10.8858384,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
313178732,50.9030303,10.8963954,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
314746618,50.8714853,12.0987895,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
318789683,50.8792099,12.1008944,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
