id,lat,lon,reversed_category
247376501,49.7697521,9.9466289,glass_related_recycling
248100750,49.7914094,9.9531237,clothes glass_related_recycling
248303473,49.7813568,9.9489299,glass_related_recycling
248303474,49.780416,9.9443053,clothes shoes glass_related_recycling
248305608,49.7837472,9.1805417,glass_related_recycling
248793107,49.8415447,9.862021,glass_related_recycling
248827213,49.7806732,9.176353,glass_related_recycling
249372406,49.9572458,9.1665681,cans glass_related_recycling
249485128,48.5342351,12.1385156,clothes glass_related_recycling paper_wastes
249520266,47.7758521,11.1110724,
249675238,48.2960311,11.9031147,cans glass_related_recycling paper_wastes
250082908,48.5462011,12.1358008,clothes glass_related_recycling paper_wastes
250094650,48.0650511,11.6557071,cans glass_related_recycling
250105722,48.5321367,12.1392035,clothes glass_related_recycling paper_wastes
250523286,50.2703827,10.9607417,glass_related_recycling
251163472,49.9619995,9.1533113,cans clothes glass_related_recycling electrical_related_recycling
251171129,49.9593345,9.1138379,cans glass_related_recycling
251182765,49.965555,9.1195089,cans clothes glass_related_recycling electrical_related_recycling
251285749,48.5576854,12.1291881,clothes glass_related_recycling paper_wastes organic_wastes
251307004,49.8951486,9.2349517,clothes glass_related_recycling
251317237,49.9612505,9.1253047,cans clothes glass_related_recycling
251428304,50.1988057,11.349955,
251571961,49.4790011,10.9818048,clothes glass_related_recycling
251589397,49.8263997,9.8648102,glass_related_recycling
251589420,49.831524,9.863782,electrical_related_recycling metal_related_recycling paper_wastes organic_wastes hazardous/toxic
251589741,49.834007,9.862199,glass_related_recycling
251923682,48.5547426,12.1186298,clothes glass_related_recycling paper_wastes
252217127,48.5563505,12.1403244,clothes glass_related_recycling paper_wastes organic_wastes
252254927,49.360778,11.301997,glass_related_recycling
252411926,49.4452515,11.0956156,clothes shoes glass_related_recycling
252504176,49.2355201,11.2070439,clothes glass_related_recycling metal_related_recycling
252609797,49.7429627,9.1781435,clothes shoes glass_related_recycling
252609878,49.7697563,9.1777084,clothes shoes glass_related_recycling
252790304,49.8423796,9.8591404,glass_related_recycling
252843062,49.7728415,11.0430189,
253091827,48.5533637,12.1440625,clothes glass_related_recycling paper_wastes organic_wastes
253458219,48.7777653,10.5787305,cans clothes shoes glass_related_recycling
253458220,48.7780882,10.5841344,
253560807,49.1875775,11.1860564,clothes shoes used_fat glass_related_recycling metal_related_recycling
253846995,49.3674531,11.3049586,cans clothes glass_related_recycling
253848940,49.3655231,11.3061321,
253853545,47.681042,12.2577216,
254037107,48.050402,11.6152967,glass_related_recycling
254042390,49.3899783,11.3528001,
254055000,49.375951,11.3617056,cans clothes glass_related_recycling metal_related_recycling
254055169,49.3792441,11.3606319,cans glass_related_recycling metal_related_recycling
254055171,49.3828553,11.3465067,clothes
254055348,49.3861735,11.3498766,cans clothes shoes glass_related_recycling
254472949,48.5855598,10.5163906,
254508726,47.6010142,9.79493,cans glass_related_recycling paper_wastes
254525237,50.0484895,10.2430209,
254768671,50.0684726,10.2296886,glass_related_recycling
255152001,49.8072104,9.157924,clothes shoes glass_related_recycling
255264711,49.8049533,9.1552095,glass_related_recycling
255300719,49.799548,9.1624841,glass_related_recycling
255313507,49.8409597,9.1584389,glass_related_recycling
255543951,49.9539946,9.1735414,cans glass_related_recycling electrical_related_recycling
255556523,49.9727764,9.1643976,cans glass_related_recycling
255583235,48.4031548,11.9828188,cans clothes shoes glass_related_recycling paper_wastes
255583237,48.4003896,11.9972882,cans clothes shoes glass_related_recycling paper_wastes
255622924,50.064172,10.2277303,
255657373,49.7708565,9.1842703,clothes shoes glass_related_recycling
255657702,49.9607996,9.1783084,cans glass_related_recycling
256028480,49.967956,9.1636639,
256335804,50.0598932,10.2416913,cans glass_related_recycling
256693106,47.9979925,12.3081339,
256925606,48.550997,12.1550362,clothes glass_related_recycling paper_wastes
256925608,48.5511713,12.1585246,clothes glass_related_recycling paper_wastes
257036690,50.00612,9.2257213,
257076479,49.4403991,11.885749,clothes shoes glass_related_recycling
257078023,50.2086019,10.9764656,
257152886,48.1095368,11.2892025,
257357277,48.1632419,10.7021661,
257424888,49.779462,9.1826513,glass_related_recycling
258015479,49.3121698,10.5729452,cans clothes glass_related_recycling electrical_related_recycling
258076176,49.9318337,11.4990782,clothes shoes
258077840,49.3126704,10.5775558,cans clothes glass_related_recycling electrical_related_recycling metal_related_recycling
258077841,49.3140041,10.571955,cans clothes glass_related_recycling electrical_related_recycling metal_related_recycling
258156781,48.2825398,11.9089819,cans clothes shoes glass_related_recycling paper_wastes
258842546,48.1757663,10.734171,cans clothes shoes glass_related_recycling
258936392,49.8736004,9.1630688,clothes shoes glass_related_recycling
259039304,49.9102649,11.5064971,
259087447,49.9058264,11.5755276,cans glass_related_recycling paper_wastes
259216464,48.5443208,12.1522973,paper_wastes
259246792,48.1151273,11.738056,clothes glass_related_recycling paper_wastes
259473232,48.6083283,12.2293527,
259829491,48.109574,11.5887377,cans metal_related_recycling plastic_wastes
259993858,50.3309877,11.8758473,
259999333,48.107381,11.5887269,clothes shoes glass_related_recycling packaging_wastes
260094154,50.0570234,10.2214121,cans glass_related_recycling
260109723,48.5403084,12.1457679,clothes glass_related_recycling paper_wastes
260125230,48.1037146,11.6104546,clothes shoes glass_related_recycling plastic_wastes
260126728,48.1253737,11.5939423,cans clothes glass_related_recycling packaging_wastes
260198686,49.2869054,10.6057064,organic_wastes
260201407,48.1289581,11.626652,cans clothes shoes glass_related_recycling plastic_wastes
260201839,48.1262073,11.6568117,glass_related_recycling packaging_wastes
260272526,49.7862331,10.0217036,clothes shoes glass_related_recycling
260418343,49.7928877,10.0191351,glass_related_recycling
260480996,49.3138777,10.560575,cans clothes glass_related_recycling electrical_related_recycling metal_related_recycling
260603604,48.4074907,11.6117135,
260604530,49.7905544,10.0287861,glass_related_recycling
260756007,49.9899361,9.1097391,cans clothes glass_related_recycling
260769984,49.8929414,11.5092393,
260942133,48.1024125,11.5752417,cans beverage_cartons glass_related_recycling plastic_wastes
261022539,49.7893368,10.0165412,glass_related_recycling
261087068,49.1450377,10.7258255,cans glass_related_recycling
261630750,48.1260471,11.6003368,cans glass_related_recycling plastic_wastes
261685278,48.1831223,11.6087326,glass_related_recycling plastic_wastes
261734870,49.2972474,10.5280916,organic_wastes
262128642,48.1204173,11.5834406,cans glass_related_recycling metal_related_recycling
262147902,49.3093678,10.5771749,organic_wastes
262149056,49.3099913,10.5774995,cans clothes glass_related_recycling metal_related_recycling
262158687,49.3139569,10.5843745,cans glass_related_recycling metal_related_recycling
262194357,49.1965778,11.1872547,cans clothes shoes glass_related_recycling
262204348,49.4098843,11.2954451,
262212268,49.3735511,11.3248434,cans glass_related_recycling
262243541,48.2780617,12.1464329,cans clothes shoes glass_related_recycling paper_wastes
262566605,49.3056746,10.5775325,cans glass_related_recycling electrical_related_recycling
262601952,48.1231369,11.6250858,cans glass_related_recycling packaging_wastes
262955695,48.1758017,10.7517771,glass_related_recycling
262959823,49.8167312,9.8622709,glass_related_recycling
263325224,48.4606976,10.309368,clothes shoes glass_related_recycling paper_wastes
263325603,48.4624739,10.3030399,clothes shoes glass_related_recycling paper_wastes
263363793,48.1152359,11.6044834,cans clothes shoes glass_related_recycling plastic_wastes
263686693,48.3743268,10.4606181,cans glass_related_recycling metal_related_recycling paper_wastes
263840868,49.7717368,9.323173,clothes shoes
263840869,49.7717156,9.3221471,glass_related_recycling
263902824,48.1148459,11.6025518,cans clothes shoes glass_related_recycling plastic_wastes
263903560,48.1138933,11.60813,cans glass_related_recycling plastic_wastes
263904679,48.1135895,11.6129992,clothes shoes
263909833,48.2692852,11.4234585,cans clothes cooking_oil glass_related_recycling electrical_related_recycling metal_related_recycling packaging_wastes paper_wastes
264058884,49.8109524,9.1580749,clothes shoes glass_related_recycling
264065039,49.8067048,9.1679039,glass_related_recycling
264065156,49.8085649,9.1688278,glass_related_recycling
264065158,49.8050294,9.1680871,clothes shoes
264067006,49.4402255,11.862924,
264134878,49.3088317,10.5682484,cans clothes glass_related_recycling electrical_related_recycling metal_related_recycling
264134894,49.3065586,10.5649022,cans clothes glass_related_recycling metal_related_recycling
264135765,49.3042097,10.5631186,cans clothes glass_related_recycling electrical_related_recycling
264140981,49.3072055,10.5706695,cans glass_related_recycling metal_related_recycling
264300857,48.1261116,11.5950781,cans clothes glass_related_recycling packaging_wastes
264384903,50.0521226,10.2205978,
264392599,50.0777032,10.2190752,cans clothes glass_related_recycling metal_related_recycling
264493463,48.2764869,12.154828,cans clothes shoes glass_related_recycling paper_wastes
264647238,48.1263354,11.5926174,cans clothes shoes beverage_cartons glass_related_recycling plastic_wastes
264680216,49.3081613,10.5909233,
264684902,49.3054873,10.5890105,cans glass_related_recycling electrical_related_recycling
265566608,49.8311159,9.8822504,glass_related_recycling
265577182,49.7806962,9.1680275,clothes glass_related_recycling
265581630,49.7056624,9.2462761,glass_related_recycling
265581678,49.7049973,9.2439516,glass_related_recycling
265900258,48.1262349,11.5842197,cans clothes shoes glass_related_recycling packaging_wastes
266559210,49.9848596,9.0727332,
266599699,49.4509728,11.0460029,clothes glass_related_recycling
266620017,48.1233458,11.5942732,cans clothes shoes glass_related_recycling metal_related_recycling plastic_wastes
266642542,48.1202322,11.6197031,clothes shoes
266649265,48.2785265,12.1585661,cans clothes shoes glass_related_recycling electrical_related_recycling metal_related_recycling packaging_wastes paper_wastes plastic_wastes organic_wastes
266749665,47.6457441,10.4667236,
266848964,48.0819526,11.6726512,cans clothes shoes beverage_cartons glass_related_recycling plastic_wastes
266853706,48.8295759,11.4193422,clothes glass_related_recycling electrical_related_recycling
266897652,49.9626093,9.1225371,cans clothes glass_related_recycling
266928434,48.0705015,11.9640946,
267007928,48.1814006,11.612151,glass_related_recycling plastic_wastes
267084361,49.8411662,9.1555028,clothes shoes
267164322,49.9616492,9.1188242,cans glass_related_recycling
267253606,48.0733693,11.9594653,cans clothes glass_related_recycling paper_wastes plastic_wastes
267253646,48.0741012,11.9564134,cans clothes shoes glass_related_recycling paper_wastes plastic_wastes
267254008,48.0721183,11.9579565,cans glass_related_recycling packaging_wastes paper_wastes plastic_wastes
267261707,48.9316042,11.4541422,clothes glass_related_recycling
267467210,49.9010902,9.2261629,clothes shoes
267493396,49.7864487,12.3111782,
267533726,49.4589027,11.0960329,clothes shoes glass_related_recycling
267559433,49.2980392,10.6031462,cans glass_related_recycling electrical_related_recycling
267563983,48.0859816,12.0289368,clothes glass_related_recycling electrical_related_recycling paper_wastes
267563992,48.0463994,11.9385846,clothes glass_related_recycling electrical_related_recycling
267662833,48.2638988,11.4264471,
267663665,49.943489,10.0836028,glass_related_recycling
267734270,48.10893,11.5692023,cans glass_related_recycling plastic_wastes
267830569,49.4554846,11.1252254,clothes glass_related_recycling
267856858,47.9836347,10.1811511,cans glass_related_recycling packaging_wastes paper_wastes
267867695,50.2712442,11.9214478,
267869754,49.4486124,11.2946176,
267956338,49.2973594,10.5964178,glass_related_recycling
267958901,48.302084,11.6211867,clothes glass_related_recycling paper_wastes
267963316,48.4156054,11.8022825,
267978394,47.620522,10.4973605,glass_related_recycling electrical_related_recycling paper_wastes
268066524,48.3078282,11.8850655,cans clothes shoes glass_related_recycling paper_wastes
268070220,49.6627556,10.1405223,glass_related_recycling
268124167,48.382219,10.5366201,glass_related_recycling
268257985,47.6068347,9.9276987,
268262940,48.4493659,10.3138192,
268328916,49.980421,9.1579948,cans glass_related_recycling
268373901,48.4373329,10.2210572,cans glass_related_recycling metal_related_recycling paper_wastes plastic_wastes organic_wastes
268413878,49.4424434,11.3030734,
268503270,47.6376644,10.4961699,glass_related_recycling
268504105,49.3846313,10.1859154,cans clothes glass_related_recycling metal_related_recycling
268512107,49.4420979,11.0070677,clothes glass_related_recycling
268512689,49.4422655,11.0154893,clothes shoes glass_related_recycling
268512700,49.4409724,11.0114692,clothes shoes glass_related_recycling
268595717,48.8145042,11.7824862,clothes shoes glass_related_recycling
268653341,49.932926,11.5777468,glass_related_recycling paper_wastes
268657221,47.6198132,10.5093457,glass_related_recycling
269116449,48.6836034,10.8191394,cans clothes glass_related_recycling
269211783,50.1064464,11.4096942,glass_related_recycling
269317724,50.0708278,10.1542421,cans glass_related_recycling
269486989,50.0721086,10.1604094,cans glass_related_recycling metal_related_recycling
269569998,48.118571,11.632739,cans glass_related_recycling packaging_wastes
269600035,50.050145,10.2242655,glass_related_recycling
269600044,50.0465117,10.2161975,glass_related_recycling
269664510,50.0643297,10.1836622,paper_wastes plastic_wastes
269665513,50.0601272,10.1802317,cans clothes glass_related_recycling
269742619,49.8964676,9.2681524,clothes shoes glass_related_recycling
269952575,50.0477339,10.2106694,glass_related_recycling
270084248,48.1283204,11.5911089,cans clothes glass_related_recycling plastic_wastes
270190728,49.3505381,11.0992601,glass_related_recycling
270190745,49.3589999,11.1067448,glass_related_recycling
270315266,49.3876515,10.1837325,cans glass_related_recycling
270315268,49.3877173,10.1749396,cans glass_related_recycling
270409279,47.4213072,10.2412349,
270409413,47.4543706,10.2314285,
270411133,47.460687,10.271054,glass_related_recycling
270411212,47.415539,10.2849057,cans clothes glass_related_recycling paper_wastes
270411219,47.4133691,10.2821895,cans glass_related_recycling packaging_wastes paper_wastes
270411233,47.4228877,10.2773877,
270411449,47.4587404,10.2708909,
270411705,47.4495745,10.2692198,packaging_wastes paper_wastes
270438126,47.4621678,10.2355773,
270493433,50.1210359,10.8731821,cans clothes glass_related_recycling electrical_related_recycling metal_related_recycling paper_wastes
270505629,47.4598492,10.2798175,
270561138,48.1180473,11.6195206,cans clothes shoes glass_related_recycling packaging_wastes
270570116,49.3353046,11.1138469,cans glass_related_recycling
270603287,49.3114372,11.1255589,clothes glass_related_recycling
270926583,49.3811379,10.1890766,cans clothes shoes glass_related_recycling
271021114,48.1404421,11.4634619,glass_related_recycling metal_related_recycling plastic_wastes
271039134,50.0370105,10.2007911,glass_related_recycling
271136054,48.1038788,11.6663866,cans clothes plastic_wastes
271136056,48.1086623,11.6567017,glass_related_recycling metal_related_recycling plastic_wastes
271136070,48.1204138,11.6173619,cans glass_related_recycling packaging_wastes
271159176,48.1182674,11.5854666,cans beverage_cartons glass_related_recycling plastic_wastes
271171595,48.17881,10.7556292,clothes glass_related_recycling
271196800,50.0371918,10.5015497,glass_related_recycling
271235095,48.1084245,11.65284,clothes shoes
271235151,48.1084498,11.6528397,cans plastic_wastes
271441548,48.1272822,11.536116,glass_related_recycling metal_related_recycling plastic_wastes
271442942,48.1224834,11.5370559,cans clothes shoes glass_related_recycling plastic_wastes
271464602,47.8776128,11.1828518,
271550262,50.0407427,10.2061842,glass_related_recycling
271650581,48.6734821,10.8146686,clothes glass_related_recycling
271657962,48.5244948,12.1621452,clothes glass_related_recycling paper_wastes
271776752,50.0351837,9.0373194,
271782716,48.7695097,11.4287321,
271783895,48.7714412,11.4219519,
271821534,50.08039,10.1126481,cans glass_related_recycling
271821603,50.0609117,10.2054237,glass_related_recycling
271853403,48.4647227,10.4308318,glass_related_recycling
271874628,49.4412743,11.0270156,glass_related_recycling
271906386,49.7299375,12.1710523,
271912297,49.9319329,10.9216262,
271935750,47.8838878,12.6382155,paper_wastes
272014339,48.0655375,11.6085582,glass_related_recycling packaging_wastes paper_wastes
272031979,48.069685,11.5992066,glass_related_recycling electrical_related_recycling paper_wastes plastic_wastes
272066961,47.7957324,11.6848677,
272118738,47.7662659,11.6927016,
272119259,47.7717667,11.6832447,
272119735,47.772437,11.6730094,
272440391,50.2095184,10.237845,clothes glass_related_recycling
272440393,50.2184108,10.2361462,clothes glass_related_recycling
273504358,49.7721409,9.9424265,glass_related_recycling
274014851,47.7612064,11.5840773,glass_related_recycling
274092046,48.1177573,11.5694478,cans clothes shoes glass_related_recycling plastic_wastes
274093525,49.9711232,10.8953089,cans clothes shoes glass_related_recycling
274180776,50.0631481,10.250259,glass_related_recycling
274181772,50.0512456,10.2143801,glass_related_recycling
274242501,49.2487887,11.1050244,cans clothes glass_related_recycling
274242502,49.2579624,11.0990955,
274242503,49.2496655,11.0804776,cans glass_related_recycling organic_wastes
274287573,48.5303672,12.1588708,clothes glass_related_recycling paper_wastes
274287718,48.5288834,12.1678631,clothes glass_related_recycling
274322746,48.7052343,10.7939902,cans glass_related_recycling
274372671,49.7020584,9.2410837,glass_related_recycling
274493736,49.4414785,11.0297353,glass_related_recycling
274610520,49.1714702,11.7468267,
274695406,48.6935283,10.7806017,glass_related_recycling
274804713,48.3981005,10.606295,glass_related_recycling
274971591,48.0749131,11.9666775,cans clothes shoes glass_related_recycling packaging_wastes paper_wastes
275180720,48.2242685,10.0984644,
275282046,49.7929858,9.1510073,clothes shoes
275282118,49.7872338,9.1593975,glass_related_recycling
275345184,47.5855556,9.8573229,
275372388,48.5437763,12.1429931,clothes glass_related_recycling paper_wastes
275372390,48.5579093,12.188166,clothes glass_related_recycling
275426567,48.5385177,12.1453626,paper_wastes
275445599,50.3757795,11.7380636,
275518918,48.719039,13.2666574,
275639011,48.5274637,12.1602961,clothes electrical_related_recycling paper_wastes organic_wastes
275723807,49.4302356,11.0065418,
275998924,49.4320087,11.0026747,clothes shoes glass_related_recycling
276036356,49.4278443,11.0180593,clothes glass_related_recycling
276075941,50.0569,10.237287,cans glass_related_recycling
276188957,48.7798428,11.4330439,clothes glass_related_recycling
276375498,49.7166444,9.2050091,clothes shoes glass_related_recycling
276380645,48.1305085,11.6405779,cans clothes shoes beverage_cartons glass_related_recycling plastic_wastes
276530019,48.0507897,10.8843245,
276536739,48.0458239,10.883449,
276605007,48.539026,12.1256305,glass_related_recycling paper_wastes
276627507,47.8603198,11.1507192,
276799128,48.5494339,12.1806219,
276882324,49.9711586,9.060306,
277061358,49.9681939,9.0651755,
277302134,50.0589436,10.2457043,glass_related_recycling
277307728,48.1499407,11.6312007,cans clothes shoes glass_related_recycling packaging_wastes
277317896,48.0708168,10.811591,
277320323,48.0731139,10.81209,
277358634,48.0240327,12.1471853,cans clothes glass_related_recycling electrical_related_recycling
277390289,48.4434181,12.933614,
277643374,50.0510219,10.2508045,glass_related_recycling
277744458,49.9015588,11.6329235,glass_related_recycling
277750499,47.5725565,10.2338555,cans clothes glass_related_recycling packaging_wastes paper_wastes
277758855,49.9106945,11.6605735,cans glass_related_recycling
277759421,49.9396489,11.587635,cans glass_related_recycling paper_wastes
277945666,49.7102451,9.1783219,glass_related_recycling
277947435,49.7114663,9.1848223,clothes glass_related_recycling
278132613,48.4362993,12.9362949,
278300515,50.0632159,10.1774319,cans clothes glass_related_recycling metal_related_recycling
278469663,48.3503042,10.9815526,clothes glass_related_recycling
278558309,49.4032224,10.1655078,glass_related_recycling
278678488,49.4316786,11.0899921,clothes glass_related_recycling
278738499,48.2742353,12.1223213,cans clothes shoes glass_related_recycling paper_wastes
278785064,48.6567813,10.8148793,cans clothes glass_related_recycling
278800168,49.577063,11.2105284,
278960042,47.8163599,12.9363954,glass_related_recycling
278983035,49.913051,9.0628359,glass_related_recycling
279105161,48.7659563,11.4379226,clothes shoes glass_related_recycling
279460176,48.7857848,11.4529611,clothes glass_related_recycling
279460189,48.7825849,11.4548989,glass_related_recycling
