id,lat,lon,reversed_category
25916382,49.7076943,10.8616996,
26371241,49.6849792,10.8798751,cans clothes glass_related_recycling
26584875,48.4625486,11.828062,
26629845,49.603979,11.1363368,cans glass_related_recycling paper_wastes plastic_wastes
26685048,49.94876,11.5563013,
26685050,49.9488602,11.574815,glass_related_recycling paper_wastes
26939823,49.9487369,11.5523072,cans glass_related_recycling metal_related_recycling paper_wastes
27157744,48.4537953,11.6525186,
27313199,50.0141287,9.0641732,
27313274,49.9967125,9.0702344,cans glass_related_recycling
27313275,49.9993464,9.0769945,
27446673,50.0055974,9.0553324,
27561550,48.4478851,11.7667939,
27773045,49.9432802,11.5645851,glass_related_recycling paper_wastes
29756460,49.9578819,10.9414641,glass_related_recycling
29776318,48.0980094,11.7905756,cans clothes shoes glass_related_recycling packaging_wastes paper_wastes
30211570,49.9308993,10.8651615,cans clothes glass_related_recycling
30310857,49.94209,11.5455863,
30705557,50.0033282,9.0635411,cans clothes glass_related_recycling
30850130,49.9879805,9.1136035,cans glass_related_recycling
31515204,48.0631133,12.2283419,clothes shoes glass_related_recycling plastic_wastes
31673575,49.9307173,11.5742301,cans glass_related_recycling paper_wastes
31797621,49.9335285,11.5393819,
32110661,49.9646717,9.1563381,cans glass_related_recycling
32460191,49.9370395,11.5677805,cans glass_related_recycling paper_wastes
33180966,49.9482858,11.5672272,glass_related_recycling
33218011,48.3986534,10.8337936,
34976300,49.9818089,9.0715289,
48053986,48.2055358,11.599846,cans clothes shoes glass_related_recycling plastic_wastes
51971057,48.2020675,11.6053329,cans clothes shoes glass_related_recycling packaging_wastes paper_wastes plastic_wastes
52041421,48.4491905,11.8969482,glass_related_recycling
52639214,48.2093761,11.3370243,clothes paper_wastes
52639450,48.2079223,11.3234787,glass_related_recycling paper_wastes
60024609,49.0580373,12.0893218,organic_wastes
60390367,48.1880637,11.2812981,cans glass_related_recycling paper_wastes
60448118,48.1792996,11.2857162,cans clothes shoes glass_related_recycling paper_wastes
60448225,48.1819712,11.2819173,cans glass_related_recycling paper_wastes
60449636,48.1887126,11.2736771,cans clothes shoes glass_related_recycling paper_wastes
60463616,48.1826295,11.2757463,cans glass_related_recycling paper_wastes
60586619,49.4534286,12.4115064,
60586620,49.4157569,12.4145083,
60666953,48.184375,11.2648976,cans clothes shoes glass_related_recycling paper_wastes
60666960,48.1882658,11.2598916,cans clothes shoes glass_related_recycling paper_wastes
60688013,48.1982542,11.3060082,cans glass_related_recycling paper_wastes
66965879,48.179922,11.3004787,cans clothes shoes glass_related_recycling paper_wastes
70664838,49.9431441,11.5848708,cans glass_related_recycling paper_wastes
70664846,49.94411,11.5800024,
71430540,48.1326122,11.3889845,cans glass_related_recycling paper_wastes
71430562,48.129507,11.3886826,cans glass_related_recycling paper_wastes
75503181,48.1832014,11.2697983,cans clothes glass_related_recycling paper_wastes
82659577,48.21548,11.3381712,cans glass_related_recycling paper_wastes
82789878,49.9186891,11.5898618,cans glass_related_recycling paper_wastes
83886544,48.4835832,11.5099727,
87979950,48.2866111,11.5615324,
89248972,48.0731074,11.6528641,cans clothes glass_related_recycling electrical_related_recycling metal_related_recycling paper_wastes
104227155,48.4391936,11.1155499,
115721294,48.1372769,11.5457874,clothes glass_related_recycling metal_related_recycling plastic_wastes
121924097,50.0527247,9.495638,
122155448,48.2098293,11.3293486,cans paper_wastes
122165430,48.1991175,11.3168923,paper_wastes
129548500,49.0576822,12.0892189,cans glass_related_recycling electrical_related_recycling metal_related_recycling packaging_wastes paper_wastes plastic_wastes
130053572,48.5503375,12.1927144,clothes glass_related_recycling paper_wastes
140185001,49.9353687,11.549466,glass_related_recycling metal_related_recycling paper_wastes
140185009,49.9369651,11.5520762,cans glass_related_recycling paper_wastes
140185016,49.9330002,11.5592264,
140202008,49.9368768,11.5754392,cans glass_related_recycling
147081121,48.1716195,11.7198048,glass_related_recycling paper_wastes
147884804,48.5475849,12.1236295,paper_wastes organic_wastes
148122834,48.1327379,11.3709692,cans glass_related_recycling paper_wastes
150747014,48.1706512,11.7233425,cans glass_related_recycling paper_wastes
157001773,48.1689923,12.8403091,glass_related_recycling
158756403,48.2034798,11.3360796,clothes paper_wastes
171011483,48.1931264,11.2632949,cans clothes shoes glass_related_recycling
171477009,48.1725333,11.5117027,cans glass_related_recycling packaging_wastes
177488744,47.7964468,12.1137851,
180592419,47.7950211,12.1155264,clothes glass_related_recycling paper_wastes
182646195,48.5441632,12.1372683,glass_related_recycling paper_wastes
182646204,48.5469906,12.125917,clothes glass_related_recycling paper_wastes
182646210,48.5528784,12.122041,clothes paper_wastes organic_wastes
182979277,48.1865989,11.2755893,cans glass_related_recycling paper_wastes
185542951,48.2321478,11.6736669,cans glass_related_recycling paper_wastes
185543062,48.2292841,11.6670329,cans clothes glass_related_recycling paper_wastes
185543070,48.2257153,11.6653003,cans glass_related_recycling paper_wastes
185543129,48.2202181,11.6653623,clothes glass_related_recycling paper_wastes
185598808,48.2166299,11.6699918,cans clothes glass_related_recycling paper_wastes
185969408,48.1569991,11.5800618,glass_related_recycling
186019938,48.1675609,12.8190816,clothes shoes glass_related_recycling
186967857,47.793115,12.1116565,
186968048,47.7894929,12.1088078,
186968334,47.7803015,12.1056013,
190125839,49.2729671,11.4404962,
190138367,49.2790908,11.4380239,clothes shoes glass_related_recycling
190138375,49.282493,11.4318241,
190649291,49.2338086,12.6376341,
192296295,49.2758514,11.4524936,
195574948,48.740353,11.1673179,cans clothes glass_related_recycling metal_related_recycling paper_wastes
197238871,49.8983758,10.8881227,clothes shoes glass_related_recycling
199016643,49.6986594,9.3387731,clothes shoes glass_related_recycling
201670570,49.3007425,11.4642862,
205420811,48.1743325,11.7112927,
206158887,50.3685526,11.690983,clothes shoes glass_related_recycling plastic_wastes
206305422,48.1269388,11.5472989,clothes glass_related_recycling packaging_wastes
206305460,48.1301338,11.5530971,cans clothes glass_related_recycling packaging_wastes
206306093,48.1160928,11.5518893,cans clothes glass_related_recycling metal_related_recycling plastic_wastes
206307699,48.1103434,11.5470793,cans glass_related_recycling plastic_wastes
206310894,48.1118637,11.5462998,cans glass_related_recycling plastic_wastes
206311789,48.1144614,11.5445527,cans glass_related_recycling plastic_wastes
206313299,48.108898,11.5473624,cans glass_related_recycling plastic_wastes
206314477,48.1117573,11.5385808,cans clothes shoes glass_related_recycling plastic_wastes
206316592,48.1071474,11.5370422,cans clothes glass_related_recycling plastic_wastes
206316723,48.1146946,11.5464972,cans clothes shoes glass_related_recycling packaging_wastes
206318637,48.1093466,11.5528175,cans clothes glass_related_recycling
206319665,48.1144967,11.5374801,glass_related_recycling
206328395,48.1245383,11.5380624,cans glass_related_recycling plastic_wastes
206329686,48.1202765,11.5371991,cans glass_related_recycling packaging_wastes
206330750,48.1130936,11.5449103,cans clothes glass_related_recycling plastic_wastes
206331873,48.1066236,11.5501774,cans clothes glass_related_recycling plastic_wastes
206333834,48.1149384,11.5507395,cans clothes glass_related_recycling plastic_wastes
206333844,48.1147853,11.5520052,cans clothes glass_related_recycling plastic_wastes
206338743,48.1159381,11.5438365,cans clothes shoes glass_related_recycling packaging_wastes
206354749,48.1265615,11.5668888,cans clothes shoes glass_related_recycling packaging_wastes
206354799,48.12211,11.5650469,cans clothes glass_related_recycling packaging_wastes plastic_wastes
206355279,48.1262458,11.5693024,cans glass_related_recycling packaging_wastes
206356500,48.1349879,11.5521618,clothes glass_related_recycling plastic_wastes
206356596,48.1239385,11.5637877,cans clothes shoes glass_related_recycling plastic_wastes
206357106,48.1312643,11.5816706,glass_related_recycling paper_wastes plastic_wastes
207480237,48.1743371,11.3684336,
208706729,49.4784588,10.9858429,glass_related_recycling
221172780,48.5423989,12.1167804,clothes glass_related_recycling paper_wastes
224094533,48.226807,11.6227814,cans clothes glass_related_recycling electrical_related_recycling metal_related_recycling paper_wastes
224371861,49.4529629,11.081028,glass_related_recycling
240204208,49.7525273,10.0165652,glass_related_recycling
240208322,49.7534035,10.0356189,shoes glass_related_recycling
240220614,49.5848844,11.1912295,
240998979,48.2226508,11.3311801,clothes glass_related_recycling
241084389,48.2204409,11.3232722,glass_related_recycling electrical_related_recycling metal_related_recycling packaging_wastes paper_wastes plastic_wastes organic_wastes
241084403,48.2193424,11.3282061,glass_related_recycling paper_wastes
241779302,48.1542994,11.4689154,cans glass_related_recycling packaging_wastes
242041412,48.06376,11.6575844,glass_related_recycling
243362191,48.1501601,11.5590986,cans metal_related_recycling plastic_wastes
243512344,48.5411357,12.1370691,clothes glass_related_recycling paper_wastes
243668520,48.1633765,11.5208947,cans clothes shoes glass_related_recycling plastic_wastes
246784648,48.5276399,12.1380354,clothes glass_related_recycling paper_wastes
246846698,49.7900607,12.2907926,cans glass_related_recycling
