clothes,shoes,id,lat,lon,cans,operator:clothes,ref:signed,waste,noref,seasonal,support,alt_name:ca,alt_name:cs,ref:nuts:2,entrance,gate:type,glass_related_recycling,electrical_related_recycling,metal_related_recycling,packaging_wastes,paper_wastes,plastic_wastes,organic_wastes
yes,yes,7837869277,49.2092756,6.9653395,,Deutsches Rotes Kreuz Kreisverband Saarbrücken e.V.,,,,,,,,,,,yes,,,,yes,,
yes,,7840819884,49.2999926,6.7458509,,,,,,,,,,,,,yes,,,,,,
,,7841195860,49.3134687,6.7322247,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,7862908571,49.3334137,6.7744325,,,,,,,,,,,,,yes,,,,,,
yes,,7881542076,49.5276005,6.8185133,,,,,,,,,,,,,yes,,,,yes,,
,,7884516002,49.5645509,6.8120961,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,7903230687,49.2241143,7.047187,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,7903230704,49.2259514,7.0525187,,,,,,,,,,,,,yes,,,,,,
,,7903331145,49.2372231,6.9869191,,,no,,,,,,,,,,yes,,,,,,
yes,yes,7925831241,49.2302274,7.0508207,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,7925831245,49.2467844,7.0573418,,,,,,,,,,,,,yes,,,,,,
,,7944335444,49.3895087,6.8068068,,,,,,,,,,,,,yes,,,,yes,,
,,7966957010,49.3756165,6.7883277,,,,,,,,,,,,,yes,,,,yes,,
yes,,7966957047,49.3772546,6.7879683,,,,,,,,,,,,,,,,,,,
,,8038283443,49.3516713,6.8074626,,,,,,,,,,,,,yes,,,,yes,,
,,8040801249,49.2336255,7.0017726,,,,,,,,,,,,,yes,,,,,,
,,8042548515,49.3517954,6.8015872,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,8048040044,49.2180249,7.0185338,,,,,,,,,,,,,,,,,,,
,,8050361149,49.4319045,7.1601264,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,8051008040,49.2386883,6.9466205,,,,,,,,,,,,,,,,,,,
,,8072617603,49.3225945,6.8246756,,,,,,,,,,,,,yes,,,,yes,,
yes,,8075965961,49.3145186,6.8135887,,,,,,,,,,,,,,,,,,,
,,8075965964,49.3145191,6.8134888,,,,,,,,,,,,,yes,,,,yes,,
,,8075965972,49.31324,6.8098658,,,,,,,,,,,,,yes,,,,yes,,
yes,,8075966064,49.3153828,6.8074867,,,,,,,,,,,,,yes,,,,yes,,
,,8094455552,49.3065101,6.814215,,,,,,,,,,,,,,,,,yes,,
yes,,8119740880,49.4692823,6.6194862,,,,,,,,,,,,,yes,,,,yes,,
,,8119745451,49.4465099,6.5560228,,,,,,,,,,,,,,,,,,,
yes,,8119787140,49.4788495,6.5994513,,,,,,,,,,,,,yes,,,,yes,,
,,8134949931,49.5360774,6.8377206,,,,,,,,,,,,,,,,,,,
,,8141222736,49.5584095,6.8229362,,,,,,,,,,,,,,,,,,,
,,8146769945,49.2241683,6.9606004,,,no,,,,,,,,,,yes,,,,,,
,,8173966685,49.2199386,6.9672011,,,,,,,,,,,,,,,,,yes,,
yes,,8176019892,49.4885423,6.7802013,,,,,,,,,,,,,yes,,,,yes,,
yes,,8176088139,49.4874825,6.7864823,,,,,,,,,,,,,yes,,,,yes,,
,,8187757698,49.3826976,6.684545,,,,,,,,,,,,,yes,,,,yes,,
,,8187900349,49.2229344,6.9634398,,,,,,,,,,,,,yes,,,,,,
yes,,8195996543,49.3528909,6.6723382,,,,,,,,,,,,,yes,,,,yes,,
,,8212645521,49.4736306,6.6051415,,,,,,,,,,,,,yes,,,,,,
yes,,8220481345,49.4495471,6.6029119,,,,,,,,,,,,,yes,,,,yes,,
,,8220481413,49.457222,6.5974718,,,,,,,,,,,,,yes,,,,yes,,
,,8221940076,49.2996524,6.8454856,,,,,,,,,,,,,yes,,,,yes,,
yes,,8231108677,49.2416026,7.013309,,,,,,,,,,,,,,,,,,,
,,8234079636,49.298331,6.7958888,,,,,,,,,,,,,yes,,,,yes,,
yes,,8235005906,49.2914617,6.8051532,,,,,,,,,,,,,,,,,,,
yes,,8235273430,49.2979112,6.8272465,,,,,,,,,,,,,yes,,,,yes,,
yes,,8235273457,49.2945282,6.8183175,,,,,,,,,,,,,yes,,,,yes,,
yes,,8235273471,49.2925603,6.8116562,,,,,,,,,,,,,yes,,,,yes,,
yes,,8235273482,49.2948536,6.8088721,,,,,,,,,,,,,yes,,,,yes,,
,,8244637894,49.3099132,6.784763,,,,,,,,,,,,,yes,,,,yes,,
yes,,8271818563,49.3704976,6.757943,,,,,,,,,,,,,,,,,,,
,,8271914237,49.3679703,6.7578913,,,,,,,,,,,,,yes,,,,yes,,
yes,,8273184202,49.3814884,6.7561385,,,,,,,,,,,,,yes,,,,yes,,
,,8277462010,49.1259763,7.2999953,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,8281435874,49.2150268,7.015898,,,,,,,,,,,,,,,,,,,
,,8290232105,49.2146936,7.0102012,,,,,,,,,,,,,yes,,,,,,
,,8291615544,49.1451572,7.218326,,,,,,,,,,,,,yes,,,,yes,,
,,8295005347,49.1447774,7.2676934,,,,,,,,,,,,,,,,,yes,,
yes,,8300634067,49.1347517,7.2055688,,,,,,,,,,,,,yes,,,,yes,,
,,8303457435,49.1603515,7.0365358,,,,,,,,,,,,,yes,,,,yes,,
yes,,8303649054,49.1398494,7.1788345,,,,,,,,,,,,,yes,,,,yes,,
,,8319130579,49.2233542,6.8870567,,,,,,,,,,,,,yes,,,,,,
,,8319937123,49.1698026,7.0874128,,,,,,,,,,,,,yes,,,,yes,,
,,8343319796,49.139352,7.0556635,,,,,,,,,,,,,yes,,,,yes,,
yes,,8358733560,49.2168157,7.1924306,,,,,,,,,,,,,,,,,,,
yes,,8358733563,49.2174867,7.1974397,,,,,,,,,,,,,,,,,,,
,,8399419557,49.2868947,7.1023017,,,,,,,,,,,,,yes,,,,yes,,
,,8406317371,49.3260822,6.7794087,,,,,,,,,,,,,yes,,,,yes,,
yes,,8406317372,49.3260878,6.7794449,,,,,,,,,,,,,,,,,,,
yes,,8406317386,49.3300324,6.7828265,,,,,,,,,,,,,,,,,,,
,,8406317387,49.3299869,6.7828211,,,,,,,,,,,,,yes,,,,yes,,
,,8406317392,49.3324646,6.783776,,,,,,,,,,,,,yes,,,,yes,,
yes,,8406317393,49.3324376,6.7842387,,,,,,,,,,,,,,,,,,,
yes,,8406460531,49.3249918,6.765722,,,,,,,,,,,,,,,,,,,
yes,,8410075716,49.3222348,6.7562672,,,,,,,,,,,,,,,,,,,
,,8410107920,49.3222331,6.7563437,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,8426426007,49.204759,7.0570012,,,,,,,,,,,,,,,,,,,
yes,,8447204404,49.304867,6.736032,,,,,,,,,,,,,yes,,,,yes,,
yes,,8462324534,49.3080744,6.7126827,,,,,,,,,,,,,yes,,,,yes,,
,,8467853168,49.4293267,7.0728547,,,,,,,,,,,,,,,,,,,yes
,,8472878443,49.3188806,6.7401123,,,,,,,,,,,,,yes,,,,yes,,
,,8480919515,49.2478503,6.9728832,,,,,,,,,,,,,yes,,,,,,
,,8480933925,49.2513021,6.9669821,,,,,,,,,,,,,yes,,,,yes,,
yes,,8507910298,49.3362688,6.7722814,,,,,,,,,,,,,yes,,,,yes,,
yes,,8518647352,49.2871817,6.7295337,,,,,,,,,,,,,,,,,,,
,,8544547111,49.274076,6.699619,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,8545204130,49.2543359,6.993169,,,,,,,,,,,,,yes,,,,,,
,,8561969354,49.2448966,6.9954959,,,,,,,,,,,,,yes,,,,,,
,,8561969369,49.2453,6.992687,,,,,,,,,,,,,yes,,,,,,
,,8569895569,49.3022602,6.6407391,,,,,,,,,,,,,yes,,,,yes,,
yes,,8575760033,49.3168271,6.6513392,,,,,,,,,,,,,,,,,,,
yes,,8577828718,49.330236,6.6283473,,,,,,,,,,,,,,,,,,,
,,8577828719,49.3303767,6.6282749,,,,,,,,,,,,,yes,,,,yes,,
yes,,8587134770,49.3272285,6.6689412,,,,,,,,,,,,,yes,,,,yes,,
,,8587309971,49.2448328,6.9980766,,,,,,,,,,,,,yes,,,,,,
yes,yes,8587309980,49.2448817,6.9981693,,,,,,,,,,,,,,,,,,,
,,8587870682,49.2521943,6.9543056,,,,,,,,,,,,,yes,,,,,,
,,8587870684,49.24725,6.9552084,,,,,,,,,,,,,yes,,,,,,
,,8593453815,49.2944206,6.6862609,,,,,,,,,,,,,,,,,yes,,
yes,yes,8613189079,49.2127396,7.017612,,,,,,,,,,,,,yes,,,,,,
,,8614607431,49.3991468,6.7140868,,,,,,,,,,,,,yes,,,,yes,,
yes,,8637542260,49.4479079,6.7392419,,,,,,,,,,,,,yes,,,,yes,,
,,8640904144,49.4530606,6.7362499,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,8653443787,49.2303825,7.0353742,,,,,,,,,,,,,yes,,,,,,
yes,,8660024809,49.4474057,6.7708236,,,,,,,,,,,,,yes,,,,yes,,
,,8681119707,49.2165785,7.0423005,,,,,,,,,,,,,yes,,,,,,
,,8681128777,49.2097923,7.0451553,,,,,,,,,,,,,yes,,,,,,
yes,yes,8688706248,49.2111828,7.0320607,,,,,,,,,,,,,yes,,,,,,
,,8689012647,49.2274342,7.0466809,,,,,,,,,,,,,yes,,,,yes,,
yes,,8699219005,49.3841695,6.7076656,,,,,,,,,,,,,yes,,,,yes,,
yes,,8699305546,49.3963242,6.7134485,,,,,,,,,,,,,yes,,,,yes,,
,,8747009774,49.3609779,6.655612,,,,,,,,,,,,,yes,,,,yes,,
,,8751152003,49.4526199,6.6358052,,,,,,,,,,,,,yes,,,,yes,,
,,8758821238,49.2252271,6.990564,,,,,,,,,,,,,yes,,,,yes,,
yes,,8761871563,49.4814743,6.614593,,,,,,,,,,,,,yes,,,,yes,,
yes,,8765990951,49.4755804,6.6076595,,,,,,,,,,,,,yes,,,,yes,,
,,8773334939,49.2849847,7.1712161,,,,,,,,,,,,,yes,,,,yes,,
,,8807900056,49.3511535,7.1746788,,,,,,,,,,,,,yes,,,,,,
yes,,8808686061,49.4341744,6.6124794,,,,,,,,,,,,,yes,,,,yes,,
,,8808688717,49.4332041,6.6185137,,,,,,,,,,,,,yes,,,,yes,,
,,8833517459,49.2487712,6.9284679,,,,,,,,,,,,,yes,,,,,,
,,8845795585,49.5049731,6.6913082,,,,,,,,,,,,,yes,,,,yes,,
yes,,8863422805,49.4772344,6.5017337,,,,,,,,,,,,,yes,,,,yes,,
yes,,8864090591,49.4747674,6.6697338,,,,,,,,,,,,,yes,,,,yes,,
yes,,8864144171,49.4662075,6.6797291,,,,,,,,,,,,,yes,,,,yes,,
,,8864336643,49.477091,6.6754308,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,8866775287,49.2198586,7.0646282,,,,,,,,,,,,,,,,,,,
,,8868977158,49.2845629,7.1233539,,,,,,,,,,,,,yes,,,,,,
,,8869684751,49.285705,7.0962574,,,,,,,,,,,,,yes,,,,,,
yes,yes,8882992969,49.2839536,7.041286,,,,,,,,,,,,,,,,,,,
,yes,8890912946,49.2282238,7.0145489,,,,,,,,,,,,,,,,,,,
yes,,8911590613,49.5040125,6.5173884,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,8928675497,49.2378487,7.0468601,,,,,,,,,,,,,,,,,,,
,,8942546186,49.2555984,7.0987735,,,,,,,,,,,,,yes,,,,,,
yes,,8989611729,49.2567796,6.818119,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,9021472820,49.306346,6.7604728,,,,,,,,,,,,,yes,,,,,,
,,9023067664,49.3113755,6.7550033,,,,,,,,,,,,,yes,,,,,,
yes,,9023067730,49.3101852,6.7555136,,,,,,,,,,,,,,,,,,,
yes,yes,9023067740,49.3018116,6.7534058,,,,,,,,,,,,,yes,,,,,,
yes,yes,9041458591,49.2351181,7.0432946,,,,,,,,,,,,,yes,,,,,,
,,9041470932,49.2379674,7.0407686,,,,,,,,,,,,,yes,,,,,,
yes,yes,9064652236,49.2763463,6.9528508,,,,,,,,,,,,,yes,,,,,,
yes,yes,9071751823,49.2564753,6.9648462,,,,,,,,,,,,,,,,,,,
,,9071751872,49.2553622,6.9676202,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,9084272881,49.241723,6.9732214,,,,,,,,,,,,,,,,,,,
,,9098859344,49.2477756,6.9634295,,,,,,,,,,,,,yes,,,,,,
yes,yes,9127638191,49.2324214,7.0303757,,,,,,,,,,,,,yes,,,,,,
yes,yes,9130322596,49.2355666,7.0304245,,,,,,,,,,,,,,,,,,,
,,9159345891,49.3451295,7.2553319,,,,,,,,,,,,,yes,,,,,,
yes,yes,9162791094,49.2496874,6.9494739,,,,,,,,,,,,,yes,,,,,,
yes,yes,9219134238,49.2171612,7.0302512,,,,,,,,,,,,,,,,,,,
,,9220008795,49.2547826,7.0430517,,,,,,,,,,,,,yes,,,,,,
,,9223909396,49.2304615,6.9958758,,,,,,summer,,,,,,,yes,,,,,,
yes,yes,9267545741,49.2368596,6.9645707,,,,,,,,,,,,,,,,,,,
,,9275827926,49.327114,7.0335877,,,,,,,,,,,,,,,,,,,
,,9275827927,49.3271036,7.0336132,,,,,,,,,,,,,,,,,,,
,,9275827928,49.3270904,7.0336453,,,,,,,,,,,,,,,,,,,
yes,yes,9289079413,49.2367893,7.0365794,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,9349377024,49.2364242,7.0108358,,,,,,,,,,,,,,,,,,,
yes,yes,9349377025,49.236429,7.0108522,,,,,,,,,,,,,,,,,,,
yes,,9391864088,49.2169524,7.186,,,,,,,,,,,,,,,,,,,
yes,,9399323490,49.3891308,7.1148142,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,9503224876,49.2484708,7.0076942,,,,,,,,,,,,,,,,,,,
yes,yes,9545695150,49.2386987,6.9866374,,,,,,,,,,,,,,,,,,,
,,9600692945,49.4090396,6.9697374,,,,,,,,,,,,,,yes,,,,,
,,9605696769,49.1798765,7.1288986,,,,,,,,,,,,,,,,,,,
yes,yes,9627375107,49.4078503,6.6461457,,,,,,,,,,,,,yes,,,,,,
yes,yes,9634322087,49.206027,7.0475139,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,9634342633,49.2135675,7.037982,,,,,,,,,,,,,,,,,,,
yes,yes,9664431610,49.2771506,7.0275325,,,,,,,,,,,,,,,,,,,
,,9694471034,49.3563191,6.6218933,,,,,,,,,,,,,,,,,,,
,,9694492775,49.3488062,6.6060709,,,,,,,,,,,,,,,,,,,
,,9701019824,49.2091397,7.0280497,,,,,,,,,,,,,yes,,,,,,
,,9701019839,49.2090901,7.0284615,,,,,,,,,,,,,yes,,,,,,
,,9725481883,49.248904,6.698353,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,9791228589,49.2097716,7.0451979,,,,,,,,,,,,,,,,,,,
,,9800272770,49.244887,6.9423102,,,,,,,,,,,,,yes,,,,,,
yes,yes,9800272780,49.2448881,6.9423974,,,,,,,,,,,,,,,,,,,
,,9802779435,49.2343414,7.0501397,,,,,,,,,,,,,yes,,,,,,
,,9805196826,49.2379564,7.0408168,,,,,,,,,,,,,,,,,yes,,
,,9805197032,49.2378534,7.0468203,,,,,,,,,,,,,yes,,,,,,
yes,yes,9811953244,49.2503116,6.8907014,,,,,,,,,,,,,,,,,,,
,,9811953314,49.2502978,6.8907722,,,,,,,,,,,,,yes,,,,,,
yes,yes,9811953315,49.2503758,6.8955707,,,,,,,,,,,,,,,,,,,
,,9811953412,49.2502886,6.8908258,,,,,,,,,,,,,,,,,yes,,
yes,yes,9811953461,49.2484351,6.8618454,,,,,,,,,,,,,,,,,,,
,,9829191844,49.233416,7.043036,,,,,,,,,,,,,yes,,,,,,
,,9898203892,49.451739,6.636895,,,,,,,,,,,,,,,,,yes,,
,,9905862322,49.4683357,6.6739876,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,9905980805,49.2467281,7.0076267,,,,,,,,,,,,,,,,,,,
yes,yes,9905980806,49.2467399,7.0076178,,,,,,,,,,,,,,,,,,,
,,9921092624,49.2326672,6.9676864,,,,,,,,,,,,,,,,,yes,,
yes,yes,9928110504,49.2521276,6.9372285,,,,,,,,,,,,,,,,,,,
yes,yes,9932657116,49.2285777,6.9609716,,,,,,,,,,,,,,,,,,,
yes,yes,9972779586,49.2340192,7.0077505,,,,,,,,,,,,,,,,,,,
,,9978551786,49.2264819,6.9763694,,,,,,,,,,,,,,,,,yes,,
yes,yes,9978601096,49.226557,6.9764936,,,,,,,,,,,,,,,,,,,
yes,yes,10004968511,49.2936159,6.7580133,,,,,,,,,,,,,,,,,,,
,,10005000617,49.2935601,6.7580299,,,,,,,,,,,,,,,,,yes,,
,,10005000622,49.2935697,6.7579115,,,,,,,,,,,,,yes,,,,yes,,
,,10027966023,49.401408,7.1603945,,,,,,,,,,,,,,,,,,,
yes,yes,10052018853,49.2158271,7.0060802,,,,,,,,,,,,,,,,,,,
yes,yes,10052018864,49.2158207,7.0060578,,,,,,,,,,,,,,,,,,,
,,10052018866,49.2158197,7.0061323,,,,,,,,,,,,,,,,,yes,,
,,10067464601,49.4463796,6.6355412,,,,,,,,,,,,,,,,,,,
,,10080230586,49.3089072,7.0334526,,,,,,,,,,,,,,,,,,,
yes,,10100983965,49.2407954,7.25508,,,,,,,,,,,,,,,,,,,
yes,yes,10117362991,49.3337599,6.7722002,,,,,,,,,,,,,,,,,,,
,,10119845258,49.3370932,6.7692339,,,,,,,,,,,,,,,,,yes,,
,,10119845259,49.3371429,6.7692851,,,,,,,,,,,,,yes,,,,,,
yes,yes,10119845260,49.3370852,6.7693993,,,,,,,,,,,,,,,,,,,
,,10120515577,49.2802506,6.8028913,,,,,,,,,,,,,,,,,,,
,,10120520663,49.2784568,6.7932441,,,,,,,,,,,,,,,,,,,
,,10120520664,49.2784831,6.7932786,,,,,,,,,,,,,,,,,,,
,,10120520665,49.2784944,6.7933006,,,,,,,,,,,,,,,,,,,
,,10123609043,49.2334322,6.701475,,,,,,,,,,,,,yes,,,,,,
,,10125058468,49.2316259,6.9810628,,,,,,,,,,,,,yes,,,,,,
,,10132993150,49.2351241,7.0055516,,,,,,,,,,,,,,,,,yes,,
yes,,10158063870,49.2851541,7.1604642,,,,,,,,,,,,,,,,,yes,yes,
,,10174286715,49.3462345,7.1713418,,,,,,,,,,,,,,,,,,,
yes,,10175789097,49.3635603,6.7141279,,,,,,,,,,,,,yes,,,,,,
yes,yes,10181349622,49.4023993,7.1664118,,,,,,,,,,,,,,,,,,,
,,10200930755,49.3031917,7.0247282,,,,,,,,,,,,,,,,,,,
yes,yes,10205498838,49.2429325,6.8637505,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,10215793656,49.3113922,6.7549795,,,,,,,,,,,,,,,,,,,
yes,yes,10237856925,49.1324092,7.1445456,,,,,,,,,,,,,,,,,,,
,,10249331236,49.3079985,7.3452331,,,,,,,,,,,,,,,,,,,
,,10249331247,49.3057085,7.344015,,,,,,,,,,,,,,,,,,,
yes,yes,10267764512,49.2248199,7.0137466,,,,,,,,,,,,,,,,,,,
,,10267764524,49.2247931,7.013812,,,,,,,,,,,,,,,,,yes,,
yes,yes,10274100279,49.2341212,7.0213093,,,,,,,,,,,,,,,,,,,
yes,yes,10274118139,49.2335905,7.0254943,,,,,,,,,,,,,,,,,,,
yes,yes,10274118180,49.2341108,7.0213088,,,,,,,,,,,,,,,,,,,
yes,yes,10274118200,49.2335998,7.0254857,,,,,,,,,,,,,,,,,,,
,,10278517453,49.2335674,7.0254974,,,,,,,,,,,,,,,,,yes,,
yes,yes,10303344509,49.2415517,7.0581653,,,,,,,,,,,,,,,,,,,
,,10555446775,49.3388729,6.7817415,,,,,,,,,,,,,yes,,,,,,
yes,yes,10555446776,49.3388913,6.781708,,,,,,,,,,,,,,,,,,,
yes,yes,10571713749,49.2335609,7.0017408,,,,,,,,,,,,,,,,,,,
yes,yes,10572756079,49.2444295,6.9940723,,,,,,,,,,,,,,,,,,,
,,10575026881,49.2389301,7.0472095,,,,,,,,,,,,,yes,,,,,,
yes,yes,10681995543,49.2445624,6.9322447,,,,,,,,,,,,,,,,,,,
,,10689642427,49.2856709,7.0962279,,,,,,,,,,,,,,,,,,,
,,10691448774,49.1881269,7.0390083,,,,,,,,,,,,,,,,,,,
,,10749088693,49.2501911,7.0351973,,,,,,,,,,,,,,,,,,,
,,10769439719,49.2336532,6.9955669,,,,,,,ground,,,,,,,,,yes,yes,,
,,10769439720,49.2336496,6.9955713,,,,,,,ground,,,,,,,,,yes,,yes,
yes,yes,10771881830,49.2523839,6.9624127,,,,,,,,,,,,,,,,,,,
yes,,10780166949,49.2803532,7.1548954,,,,,,,,,,,,,yes,,,,,,
,,10782390490,49.2346177,6.9996239,,,,,,summer,,,,,,,yes,,,,,,
yes,yes,10795697593,49.2252008,6.990522,,,,,,,,,,,,,,,,,,,
yes,yes,10798185617,49.2472302,6.9551936,,,,,,,,,,,,,,,,,,,
yes,yes,10798185653,49.246576,6.9668288,,,,,,,,,,,,,,,,,,,
,,10798185723,49.2446974,6.9607884,,,,,,,,,,,,,yes,,,,,,
,,10838102442,49.2443651,6.9686678,,,,,,,,,,,,,,,,,yes,,
yes,yes,10844860519,49.2427072,6.965294,,,,,,,,,,,,,,,,,,,
yes,yes,10858834856,49.2201372,6.9824453,,,,,,,,,,,,,,,,,,,
yes,yes,10927831006,49.2361494,6.9041593,,,,,,,,,,,,,,,,,,,
,,10936496615,49.3382703,7.176213,,,,,,,,,,,,,,,,,,,
,,10936529148,49.3432645,7.1819747,,,,,,,,,,,,,,,,,,,
,,10937987118,49.2001027,7.0638659,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,10937987133,49.1998297,7.0647542,,,,,,,,,,,,,,,,,,,
,,10971855319,49.2359578,6.9998405,,,,,,summer,,,,,,,yes,,,,,,
,,11010884476,49.2381287,6.9909816,,,,,,,ground,,,,,,,,,yes,yes,,
,,11010884477,49.2381251,6.9909851,,,,,,,ground,,,,,,,,,yes,,yes,
,,11042979129,49.2339618,7.0212929,,,,,,,,,,,,,,,,,yes,,
,,11054958446,49.3460078,7.2166561,,,,,,,,,,,,,,,,,yes,,
,,11054966864,49.3460498,7.2167154,,,,,,,,,,,,,yes,,,,,,
yes,yes,11055870966,49.2541068,6.8814847,,,,,,,,,,,,,,,,,,,
yes,yes,11097118652,49.3257597,7.058286,,,,,,,,,,,,,,,,,,,
,,11097887597,49.1667166,7.0916748,,,,,,,,,,,,,,,,,yes,,
yes,yes,11111530372,49.2274958,7.0047564,,,,,,,,,,,,,,,,,,,
,,11111530378,49.2274672,7.0047747,,,,,,,,,,,,,,,,,yes,,
,,11115135718,49.2198058,7.0075838,,,,,,,,,,,,,,,,,yes,,
yes,yes,11133655970,49.2314849,7.0102966,,,,,,,,,,,,,,,,,,,
,,1417569098,49.2265695,6.7013672,,,,,,,,,,,,,,,,,,,
,,3084800145,49.2259022,6.7012498,,,,,,,,,,,,,,,,,,,
,,3084800146,49.2262692,6.7010231,,,,,,,,,,,,,,,,,,,
,,3084800147,49.2260318,6.7017219,,,,,,,,,,,,,,,,,,,
,,9983770082,49.2469534,6.7014912,,,,,,,,,,,,,,,,,,,
,,9983770083,49.2468466,6.700936,,,,,,,,,,,,,,,,,,,
,,9983770084,49.246528,6.7010727,,,,,,,,,,,,,,,,,,,
,,9983770085,49.2466488,6.7016387,,,,,,,,,,,,,,,,,,,
,,3408641750,49.4715496,6.3883698,,,,,,,,,,,,,,,,,,,
,,3408641751,49.4716553,6.3883966,,,,,,,,,,,,,,,,,,,
,,3408641752,49.4716371,6.3884462,,,,,,,,,,,,,,,,,,,
,,3408641753,49.4715678,6.3883203,,,,,,,,,,,,,,,,,,,
,,3407172286,49.480929,6.3859223,,,,,,,,,,,,,,,,,,,
,,3407172287,49.4809271,6.3861317,,,,,,,,,,,,,,,,,,,
,,3407172288,49.4808085,6.3861292,,,,,,,,,,,,,,,,,,,
,,3407172289,49.4808104,6.3859198,,,,,,,,,,,,,,,,,,,
,,3802866053,49.3707361,6.6938485,,,,,,,,,,,,,,,,,,,
,,3802866058,49.3708629,6.6950781,,,,,,,,,,,,,,,,,,,
,,967139946,49.3716263,6.6951276,,,,,,,,,,,,,,,,,,,
,,967140099,49.3723222,6.6942105,,,,,,,,,,,,,,,,,,,
,,3802866130,49.3717493,6.6937567,,,,,,,,,,,,,,,,,,,
,,3802866134,49.3717801,6.6948144,,,,,,,,,,,,,,,,,,,
,,3802866146,49.3718689,6.6948923,,,,,,,,,,,,,,,,,,,
,,3802866160,49.3720465,6.6937428,,,,,,,,,,,,,,,,,,,
,,3802866207,49.3723949,6.6940323,,,,,,,,,,,,,,,,,,,
,,9808894341,49.4183053,6.5937541,,,,,,,,,,,,,,,,,,,
,,9808894342,49.4183018,6.593774,,,,,,,,,,,,,,,,,,,
,,9808894343,49.4182903,6.5937692,,,,,,,,,,,,,,,,,,,
,,9808894344,49.4182938,6.5937493,,,,,,,,,,,,,,,,,,,
,,9808894345,49.4183144,6.59362,,,,,,,,,,,,,,,,,,,
,,9808894346,49.418325,6.5936244,,,,,,,,,,,,,,,,,,,
,,9808894347,49.418323,6.5936359,,,,,,,,,,,,,,,,,,,
,,9808894348,49.4183124,6.5936316,,,,,,,,,,,,,,,,,,,
,,9808894349,49.4183104,6.5936463,,,,,,,,,,,,,,,,,,,
,,9808894350,49.4183212,6.5936514,,,,,,,,,,,,,,,,,,,
,,9808894351,49.418319,6.5936628,,,,,,,,,,,,,,,,,,,
,,9808894352,49.4183082,6.5936577,,,,,,,,,,,,,,,,,,,
,,9808894353,49.4183067,6.593679,,,,,,,,,,,,,,,,,,,
,,9808894354,49.4183182,6.5936838,,,,,,,,,,,,,,,,,,,
,,9808894355,49.418315,6.5937016,,,,,,,,,,,,,,,,,,,
,,9808894356,49.4183036,6.5936968,,,,,,,,,,,,,,,,,,,
,,9808894357,49.4183128,6.5937181,,,,,,,,,,,,,,,,,,,
,,9808894358,49.4183093,6.5937373,,,,,,,,,,,,,,,,,,,
,,9808894359,49.4182971,6.5937321,,,,,,,,,,,,,,,,,,,
,,9808894360,49.4183006,6.5937129,,,,,,,,,,,,,,,,,,,
,,2499275018,49.457328,6.6255337,,,,,,,,,,,,,,,,,,,
,,2499275012,49.4579783,6.62629,,,,,,,,,,,,,,,,,,,
,,2499275016,49.4577342,6.6265131,,,,,,,,,,,,,,,,,,,
,,2499275019,49.4570594,6.62613,,,,,,,,,,,,,,,,,,,
,,2499275026,49.457572,6.6267165,,,,,,,,,,,,,,,,,,,
,,2499275030,49.4577551,6.6265341,,,,,,,,,,,,,,,,,,,
,,2499275031,49.4570806,6.6259972,,,,,,,,,,,,,,,,,,,
,,4896968732,49.4578562,6.6264236,,,,,,,,,,,,,,,,,,,
,,3343615590,49.5177383,6.3687614,,,,,,,,,,,,,,,,,,,
,,3343615591,49.5176739,6.3700274,,,,,,,,,,,,,,,,,,,
,,3343615592,49.5175608,6.3686943,,,,,,,,,,,,,,,,,,,
,,3343615793,49.51801,6.3692174,,,,,,,,,,,,,,,,,,,
,,3343615794,49.5181371,6.3698665,,,,,,,,,,,,,,,,,,,
,,8895274022,49.5178988,6.368975,,,,,,,,,,,,,,,,,,,
,,10271551804,49.1847856,6.7376074,,,,,,,,,,,,,,,,,,,
,,10271551805,49.1847237,6.7377291,,,,,,,,,,,,,,,,,,,
,,10271551806,49.1847027,6.737697,,,,,,,,,,,,,,,,,,,
,,10271551807,49.1847646,6.7375804,,,,,,,,,,,,,,,,,,,
,,4378802996,49.2440598,6.7930711,,,,,,,,,,,,,,,,,,,
,,4378802997,49.2440377,6.7931182,,,,,,,,,,,,,,,,,,,
