id,lat,lon,station,state,glass_related_recycling,electrical_related_recycling,metal_related_recycling,packaging_wastes,paper_wastes,plastic_wastes,organic_wastes,construction_wastes,hazardous/toxic,textiles
26735746,49.6371497,8.4680629,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
26735767,49.648531,8.4677956,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
26912526,49.662488,8.4518854,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
26914137,49.6658383,8.4437182,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
27191044,49.5991698,8.4777965,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
27191481,49.6032361,8.5204429,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
27191483,49.6015256,8.5189771,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
27191484,49.601591,8.5188282,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
27226558,49.6390696,8.4777307,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
27251353,49.6732204,8.5328152,recycling centres,Hesse,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
27251354,49.6726135,8.5324082,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
27251405,49.6691209,8.5396437,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
27374353,49.6439558,8.4639236,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
27374354,49.6459601,8.4542391,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
27374357,49.6526756,8.4518137,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
27408521,49.6598262,8.4098235,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
27409109,49.6794054,8.5364777,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
27418583,49.645222,8.4751723,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
27430713,49.6754862,8.5547244,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
27499260,49.6567688,8.5568974,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
27499261,49.6533961,8.5570793,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
27501082,49.662371,8.5668636,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
27561478,49.6359742,8.3899722,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
28328735,49.6519392,8.452008,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
28341233,49.6937763,8.4566677,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
28388994,49.5968943,8.4847081,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
28389000,49.5897816,8.4812912,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
29395717,49.6529176,8.5721528,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
29551877,49.6422101,8.565269,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
29551901,49.6396931,8.5634487,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
29555479,50.5998671,8.6749068,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
29555484,50.5926312,8.6721301,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
29555486,50.5804626,8.6733347,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
29561657,49.5920365,8.4733307,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
29561719,49.5967499,8.4877064,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
29870458,49.6568666,8.4238739,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
29870469,49.6577266,8.4158418,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
29870938,49.6601391,8.4163632,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
30007588,50.5820918,8.624819,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
30110837,49.6607666,8.4097865,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
30169126,49.6831547,8.4130501,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
30181335,50.0532512,8.5186295,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
30205613,49.6767159,8.387977,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
30205865,49.6846413,8.3974158,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
30319527,49.6075402,8.4769448,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
30320259,49.6018401,8.4699936,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
30324131,49.6035957,8.4646306,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
30561992,49.5922652,8.4878662,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,no
30727438,49.6867043,8.4466319,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
30729854,49.7537036,8.4895627,recycling centres,Hesse,no,no,no,no,no,no,no,no,no,yes
