clothes,id,lat,lon,shoes,cans,clothes:operator,shelter,beverage_cartons,bulky_waste,bottle_brown,bottle_green,bottle_white,textile,textiles,waste,gas_bottles,trade,waste,capacity,elektromos_hulladék,industrial,bldam:criteria,heritage,heritage:operator,heritage:website,ref:bldam,collection_times,fee,alt_name:cs,alt_name:pt,name:lb,name:ne,name:ps,name:zh-Hans,name:zh-Hant,ref:nuts:2,foot,motorcar,entrance,glass_related_recycling,electrical_related_recycling,metal_related_recycling,packaging_wastes,paper_wastes,plastic_wastes,organic_wastes,construction_wastes
yes,411079470,52.2703895,13.3063,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,411079666,52.2408943,13.2916748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,411884710,53.2451967,12.0327352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,
,413401196,51.9717958,13.56263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,414175090,52.5345162,13.944559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,414566498,52.8581965,13.1359648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,414966982,53.2270624,11.6265868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,
,414967607,53.0788369,11.8549631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,414989004,52.8008548,12.7019018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,415000102,52.8699879,12.7436685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,415088676,52.8964575,12.795838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,415997747,52.3844351,13.5566067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,416054327,51.9159825,13.5758255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,416054371,51.9606663,13.5888782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,416374263,51.6073389,13.3128021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,417283670,52.3616826,12.7722386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,417569941,51.7892565,14.2505832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,417569949,51.8083992,14.205884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
yes,417569952,51.8292884,14.1474411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,417569955,51.8347808,14.1504134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,417962400,52.4128697,13.0345939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,417969371,52.4212561,12.499393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,418053474,52.7614929,13.2463929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,418362138,52.4226382,12.4959079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,418832782,52.4236154,12.5062747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,422448303,52.3326134,13.3949318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,426794754,51.5372526,13.2267173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
yes,428135357,52.4024521,12.7773069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,428135755,52.361824,12.7451537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,428135769,52.3618081,12.7555977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,430942013,52.3777754,13.1241684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,430948224,52.9918737,14.1730692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,434737630,52.376407,13.1272509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,436199643,52.3915951,13.0344318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,436406294,51.7447824,14.3215358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,440255753,52.4236772,12.9965093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,440262962,52.4376711,13.0120729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,441224721,51.8093533,14.0998948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
yes,443456879,52.4069564,12.987259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,445203785,52.4923582,12.977341,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,445203786,52.4923789,12.9773132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,447977757,52.3908077,13.0404376,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,449589796,52.5843994,13.8911672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,451787906,51.7570589,14.1501863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,452387097,52.7362812,13.2469649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,452649656,52.3772363,13.0810069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,452651538,52.369791,13.0910793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,452651542,52.3691198,13.0901435,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,452657626,52.3614423,13.095403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,452663723,52.3582085,13.1041827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,
yes,453715350,51.9294063,13.0427546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,454989698,52.2638051,13.1484537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,455050077,51.8902803,13.0703083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,455050079,51.8903183,13.0703014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,455760486,51.9879175,13.0825917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
,457358092,52.2129811,13.2785454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,459667504,52.3953182,13.0493963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,459671644,51.6415441,13.1194849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no,,yes,,,
,459671687,51.6371413,13.1201029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,469177026,51.6428843,14.535673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,469386703,52.4731709,12.9528213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,470912848,52.3213058,12.750986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,470913037,52.3393464,12.7210898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,470920214,52.31821,12.73665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,472371169,52.6560094,13.5460478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,472447963,52.4132089,13.4524833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
no,473222714,53.1626467,12.5047782,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,no,,no,,,
yes,473222733,53.176079,12.5264408,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,no,,no,,,
yes,473226259,53.1684814,12.5345211,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,no,,no,,,
no,473237518,53.2063775,12.6497706,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,no,,no,,,
yes,474761083,52.0876475,12.8503743,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,475714317,52.3357161,14.5384655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,476573837,52.5400836,14.1697856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,476906719,51.6375497,13.2384686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,478018275,52.0683724,12.3826896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,481099824,52.3320668,14.539575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,481099825,52.3347634,14.5405653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
yes,482740352,52.1469648,12.6000706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,485662836,52.2070492,14.6287742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,485665073,52.1803143,14.6693092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
no,485665108,52.1830611,14.6622448,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,no,,,
,485666352,52.2399767,14.6999177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,489538290,52.2297645,14.5923542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,493972400,51.7832035,14.5932621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,495208865,51.5784676,13.2438071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,495573615,52.0910875,14.634039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,496449345,53.1072191,11.426637,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,
yes,497365049,52.3790189,13.1359416,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,498355205,52.4117827,12.5628271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,502286519,52.2632874,14.2106825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,502905376,52.1804507,14.6704345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,
,503247965,52.4112827,13.7519998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,503310060,52.2280765,14.641659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,505351444,52.6787022,13.5730096,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
yes,506265974,52.5305925,13.6686772,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,507120153,52.524453,13.6989819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,516030089,51.4050727,13.8949894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,517969239,52.3989137,13.0687364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,523378673,51.955284,12.8964961,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
yes,524287889,52.3981388,13.0659331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,524507015,53.200178,12.1704509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,
,525579749,52.329964,14.5145427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
yes,527567569,51.6223962,13.2017098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,529429291,52.6995446,13.1749353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530561297,53.1138915,12.8897121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
,530561300,53.1137163,12.8896967,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530561301,53.1138608,12.8898012,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,534873812,52.4148517,13.2356886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,536434834,52.404917,13.2158015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,536434844,52.403363,13.219373,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,536686079,53.3240348,13.862184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,536686080,53.3209463,13.8619119,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,536686081,53.319525,13.861799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,538127454,52.3506561,13.4169834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,538128040,52.3438669,13.4168913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,539643900,53.3196872,13.8590835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,539643904,53.3183315,13.8574185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,539643909,53.3178892,13.8578603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,540380396,52.4036362,13.2058719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,540380399,52.4093122,13.2044761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,540380403,52.4117864,13.2036906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,546297057,52.6605765,13.5329986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
yes,546958228,52.4580069,13.058157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,548660223,53.3120435,13.8666049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,549320560,51.5863146,13.2573814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,549868251,51.4908856,13.229305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,549868272,51.5024867,13.2276088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,551436475,52.4020474,13.2011646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,553325243,53.1509969,12.1819607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,
,556093097,52.0750017,12.824742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,556122901,52.0855146,12.8728846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,558508159,53.3222541,13.8733121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
yes,558508161,53.322458,13.873987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,559057634,52.6694101,13.5609145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,559278039,52.4059722,13.238246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,559278045,52.4051879,13.2335464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,559789965,52.4128656,13.2305164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,560089639,52.3645172,14.5433816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,564922503,53.311319,13.8571741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,564922549,53.3110086,13.857743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,564922551,53.3122164,13.8559766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,567909106,52.3690998,14.4704886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,569784333,52.038094,12.8073844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,569934250,52.3735632,13.1046143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,572278259,53.3141236,13.8679315,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,573338684,53.3192663,13.8499268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,573338725,53.3208949,13.854497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,
,579049845,51.8941373,13.1137214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,581974200,53.3151913,13.850949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,581974216,53.3179522,13.8526431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,582239622,52.3972959,13.0577999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,582450698,52.3350402,13.9507654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,582702508,52.3979951,13.2036816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,582998475,52.3233555,14.5077664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,583066283,51.9703284,13.0116633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,583253990,52.6905934,13.5494145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,583290720,52.6758534,13.5397331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,
,583336697,52.0089721,12.7235816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,583505111,52.0765323,12.8095927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,583508317,52.0746967,12.8230144,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,585091823,52.0915585,12.8460597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,590037682,52.6641278,13.5250414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,599169729,52.681342,13.2743259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,599228979,52.7529861,12.3491916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,599380796,52.7067473,12.3120394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,600087093,52.5936166,12.2313859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,602041000,52.6986176,13.2758666,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,602132177,52.5402592,12.3431509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,602572282,52.6884408,13.2640356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,602732844,52.693388,13.280748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,602756910,52.7478082,12.335453,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,602771294,52.7498888,12.3410456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,602784103,52.7551491,12.3761717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,602803894,52.7197621,12.4132762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,602833812,52.6641462,12.5350003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,603882686,52.7769052,12.3679511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,603973858,52.7015264,13.2812594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,605005534,52.5343736,12.2987447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,607511740,51.5894412,13.2428191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,607577548,51.5850571,13.2450998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,607969599,52.3984646,13.0667493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,609621362,52.4686588,13.6952719,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,609621388,52.4687458,13.6952834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,
,609621393,52.468707,13.6952537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,610544227,52.2435424,12.576089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,611156208,52.6613448,13.2774575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,611941506,52.5188403,12.3901591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,612416078,52.524646,12.3832151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,614818828,52.4036513,12.5581051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
,617630726,51.7642789,14.3333699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,617630727,51.7644901,14.3331987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,617874520,52.5557866,14.1337075,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,618266366,52.3049713,13.2501473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,619209560,52.5080776,12.2162415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
no,621435646,52.706073,12.5920761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
no,621435833,52.7218812,12.7101235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
no,621435869,52.7599752,12.7610638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,623730318,51.6899826,13.2477781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,629192328,51.5235831,14.3310749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,
,629200262,51.5210689,14.3288243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,633170731,52.2823067,13.2129229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
no,633686784,52.4978407,12.2833554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
no,633686794,52.5034861,12.2976204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,633686833,52.4499012,12.3538012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,633686910,52.4880128,12.3429438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,633686986,52.5129389,12.3110357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
no,633687022,52.501607,12.3299449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,634566169,52.283076,13.2116121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,637025590,52.6767657,13.5432558,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,638394511,52.714699,13.2772681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,643638876,52.4129648,13.2117496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
yes,643638883,52.4128524,13.2117539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,651796325,52.4128683,12.5088692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,652613370,52.1386016,12.6052427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,
yes,652613423,52.1420187,12.6068676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
