FROM_ID,TO_ID,DURATION_H,DIST_KM
"2","2",8.82415555555555,492.88234
"2","3",7.76964166666667,411.36078
"2","4",8.64801111111111,480.95009
"2","5",6.89145555555556,370.87403
"2","6",11.7222805555556,671.51625
"2","7",2.89045555555556,149.83605
"2","8",3.21097222222222,161.67833
"2","9",5.42303611111111,287.71263
"2","10",4.23643055555556,244.20058
"2","11",2.01281388888889,109.24342
"2","12",5.68940277777778,293.61128
"2","13",3.29185,173.65414
"2","14",5.66976666666667,307.76247
"2","15",6.89553055555556,383.44584
"2","16",5.87390833333333,324.19972
"2","17",5.60365,309.67822
"2","18",2.94148333333333,165.76789
"2","19",5.81088611111111,320.75969
"2","20",9.13255,512.79613
"2","21",11.1443833333333,625.047
"2","22",5.48493333333333,303.47716
"3","2",8.43851944444444,466.16084
"3","3",8.945625,481.5535
"3","4",10.2901638888889,560.75238
"3","5",9.13621111111111,489.23341
"3","6",12.6679861111111,723.31019
"3","7",0.865294444444444,34.129
"3","8",3.95197222222222,210.37395
"3","9",6.06543055555556,323.90278
"3","10",6.43660277777778,359.08997
"3","11",4.31885555555556,238.62558
"3","12",7.40015555555556,383.857
"3","13",5.66768055555556,299.88778
"3","14",3.51471666666667,184.49298
"3","15",4.32141944444444,228.42277
"3","16",6.13182222222222,333.43872
"3","17",2.85271111111111,151.56797
"3","18",3.1994,175.00688
"3","19",6.06880277777778,329.99866
"3","20",9.39046666666667,522.03509
"3","21",11.4022972222222,634.28594
"3","22",7.790975,432.85931
"4","2",5.69889444444444,306.52028
"4","3",5.33576944444444,277.96044
"4","4",6.88746666666667,372.72734
"4","5",6.35528888888889,358.98788
"4","6",9.05812777777778,519.71713
"4","7",3.98485,216.37764
"4","8",6.66435,358.06081
"4","9",8.87641388888889,484.09509
"4","10",7.68980833333333,440.58303
"4","11",5.41481111111111,302.119
"4","12",4.70246944444444,256.23848
"4","13",4.46141944444445,237.81723
"4","14",6.75733333333333,371.86803
"4","15",4.00986388888889,215.36492
"4","16",2.98824166666667,156.11883
"4","17",5.29280555555555,285.97722
"4","18",0.90805,44.48421
"4","19",2.45894444444444,126.4056
