GENESIS-Tabelle: 32136-0002
Unternehmen, Erfasste Verkaufsverpackungen von privaten;;;;;
Endverbrauchern, Verkaufsverpackungen nach der Sortierung:;;;;;
Deutschland, Jahre, Rücknahmearten;;;;;
Erhebung über zurückgenommene Verkaufsverpackungen;;;;;
Deutschland;;;;;
;;;Rücknahmearten;Rücknahmearten;Rücknahmearten
;;;Branchenlösungen;Systembetreiber;Insgesamt
2010;Unternehmen;Anzahl;31;9;40
2010;Erfasste Verkaufsverpack. v. priv. Endverbrauchern;1000 t;707,9;5064,7;5772,6
2010;Erf. Verkaufsverpack. v. priv. Endverbr. je Einw.;kg;x;x;71
2010;Verkaufsverpackungen nach der Sortierung;1000 t;695,4;4998,5;5693,9
2010;Abgabe von Verkaufsverp. n.d. Sort. an das Ausland;1000 t;54,6;271,5;326,1
2011;Unternehmen;Anzahl;32;9;41
2011;Erfasste Verkaufsverpack. v. priv. Endverbrauchern;1000 t;810,8;5102,2;5913,0
2011;Erf. Verkaufsverpack. v. priv. Endverbr. je Einw.;kg;x;x;74
2011;Verkaufsverpackungen nach der Sortierung;1000 t;716,4;4994,6;5711,0
2011;Abgabe von Verkaufsverp. n.d. Sort. an das Ausland;1000 t;65,1;298,3;363,5
2012;Unternehmen;Anzahl;33;8;41
2012;Erfasste Verkaufsverpack. v. priv. Endverbrauchern;1000 t;832,4;5219,4;6051,9
2012;Erf. Verkaufsverpack. v. priv. Endverbr. je Einw.;kg;x;x;75
2012;Verkaufsverpackungen nach der Sortierung;1000 t;762,8;5094,0;5856,8
2012;Abgabe von Verkaufsverp. n.d. Sort. an das Ausland;1000 t;75,2;303,2;378,4
2013;Unternehmen;Anzahl;32;9;41
2013;Erfasste Verkaufsverpack. v. priv. Endverbrauchern;1000 t;937,3;5445,0;6382,2
2013;Erf. Verkaufsverpack. v. priv. Endverbr. je Einw.;kg;x;x;79
2013;Verkaufsverpackungen nach der Sortierung;1000 t;829,2;5367,5;6196,6
2013;Abgabe von Verkaufsverp. n.d. Sort. an das Ausland;1000 t;69,6;256,2;325,8
2014;Unternehmen;Anzahl;33;9;42
2014;Erfasste Verkaufsverpack. v. priv. Endverbrauchern;1000 t;981,9;5392,7;6374,6
2014;Erf. Verkaufsverpack. v. priv. Endverbr. je Einw.;kg;x;x;79
2014;Verkaufsverpackungen nach der Sortierung;1000 t;875,7;5188,0;6063,7
2014;Abgabe von Verkaufsverp. n.d. Sort. an das Ausland;1000 t;70,9;249,8;320,7
2015;Unternehmen;Anzahl;23;9;32
2015;Erfasste Verkaufsverpack. v. priv. Endverbrauchern;1000 t;61,7;5536,8;5598,5
2015;Erf. Verkaufsverpack. v. priv. Endverbr. je Einw.;kg;x;x;68
2015;Verkaufsverpackungen nach der Sortierung;1000 t;54,8;5463,7;5518,4
2015;Abgabe von Verkaufsverp. n.d. Sort. an das Ausland;1000 t;3,7;309,3;313,0
2016;Unternehmen;Anzahl;23;9;32
2016;Erfasste Verkaufsverpack. v. priv. Endverbrauchern;1000 t;64,7;5582,6;5647,3
2016;Erf. Verkaufsverpack. v. priv. Endverbr. je Einw.;kg;x;x;68
2016;Verkaufsverpackungen nach der Sortierung;1000 t;58,5;5392,4;5450,9
2016;Abgabe von Verkaufsverp. n.d. Sort. an das Ausland;1000 t;4,4;331,3;335,7
2017;Unternehmen;Anzahl;18;10;28
2017;Erfasste Verkaufsverpack. v. priv. Endverbrauchern;1000 t;63,8;5630,7;5694,5
2017;Erf. Verkaufsverpack. v. priv. Endverbr. je Einw.;kg;x;x;69
2017;Verkaufsverpackungen nach der Sortierung;1000 t;59,3;5332,5;5391,8
2017;Abgabe von Verkaufsverp. n.d. Sort. an das Ausland;1000 t;5,4;347,2;352,7
2018;Unternehmen;Anzahl;12;9;21
2018;Erfasste Verkaufsverpack. v. priv. Endverbrauchern;1000 t;62,1;5606,0;5668,2
2018;Erf. Verkaufsverpack. v. priv. Endverbr. je Einw.;kg;x;x;68
2018;Verkaufsverpackungen nach der Sortierung;1000 t;57,2;5346,6;5403,9
2018;Abgabe von Verkaufsverp. n.d. Sort. an das Ausland;1000 t;5,2;355,7;360,9
2019;Unternehmen;Anzahl;11;9;20
2019;Erfasste Verkaufsverpack. v. priv. Endverbrauchern;1000 t;39,3;5910,5;5949,8
2019;Erf. Verkaufsverpack. v. priv. Endverbr. je Einw.;kg;x;x;72
2019;Verkaufsverpackungen nach der Sortierung;1000 t;39,3;5596,0;5635,2
2019;Abgabe von Verkaufsverp. n.d. Sort. an das Ausland;1000 t;4,4;467,6;472,0
2020;Unternehmen;Anzahl;7;9;16
2020;Erfasste Verkaufsverpack. v. priv. Endverbrauchern;1000 t;25,3;6477,7;6503,0
2020;Erf. Verkaufsverpack. v. priv. Endverbr. je Einw.;kg;x;x;78
2020;Verkaufsverpackungen nach der Sortierung;1000 t;25,0;6410,9;6436,0
2020;Abgabe von Verkaufsverp. n.d. Sort. an das Ausland;1000 t;2,3;566,1;568,5
__________
© Statistisches Bundesamt (Destatis), 2023
Stand: 30.08.2023 / 20:46:21
